種別,ID,EF,NAME,Icon,最大LV,VAL1,VAL2,VAL3,COUNT,TARGET,Text,PP,PP_INCR
2,EIRIN,EIRIN,달의 약학,Cure,0,|100|,|100|,,|,, 「치유」한 상대의 HP를 최대치까지 회복하고\n 「보급」한 상대의 MP와 탄수를 최대치까지 회복한다.,0,0
2,SP_COST-_EIRIN,SP_COST-,야고코로소생술,Light,0,|부활|,|80|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,ADD_STATE_EIRIN,ADD_STATE,영원의 감옥,Guard,0,|0|,|ETERNALCAGE|,,|1|,UNIT_PLAYER,지정한 아군페어에 「1턴무적」의 효과를 부여.\n받는 데미지가 0이 되지만 행동불능. 스킬등으로 이동불가.\n전투로 인한 파워변동 없음.이 된다.(<COUNT>회 사용가능),0,0
2,POWERPILL,ADD_STATE,선향옥토,Power,0,|0|,|MAXPOW|,,|1|,UNIT_PLAYER,지정한 아군페어의 파워를 최대로 한다.\n단 턴종료시 파워가 100이 된다.(<COUNT>회 사용가능),0,0
2,DAM+_DIST2_EIRIN,DAM+_DIST2,천망지망포접의 법,Damage,0,|3|,,,,,공격대상과의 거리가 멀수록 주는 데미지가 상승한다.,0,0
2,WEP_B+_UDONGE,WEP_B+,붉은광기의 눈동자,Attack,0,|6|,|1|,,,,무기 「붉은 광기의 눈동자」의 공격력 + 150 사정 + 1 탄수 + <VAL1>.,0,0
2,SPIRIT_CHANGE_UDONGE,SPIRIT_CHANGE,특공토끼M팀,Light,0,|「저격」이「돌격」|,|0|,,,,정신커맨드 <VAL1>이 된다.,0,0
2,WEP_RMIN_UDONGE,WEP_RMIN,올 스펙트럼,Attack,0,|1|,,,,,모든 무기의 최소 사정이 <VAL1>이 된다.,0,0
2,BUNSHIN_UDONGE,SPECIAL_VAL1+,환시조율,Dodge,0,|BUNSHIN|,|20|,,,,특수능력 「분신(레이센)」의 발동확률 + <VAL2>%.,0,0
2,DAM+_SPIRIT_UDONGE,DAM+_SPIRIT,스나이퍼,Damage,0,|SOGEKI|,|20|,,,,정신커맨드 「저격」의 효과중 주는 데미지 + <VAL2>%.,0,0
2,MUSOU,MUSOU,국사무쌍의 약,Light,0,|10|,,,|4|,SELF_PLAYER,사용할때마다 모든 스테이터스 + <VAL1>.\4회 복용하면…?(<COUNT>회 사용가능),0,0
2,ADD_STATE_HATATE,ADD_STATE,은자의 자색,Debuf,0,|10|,|DEF-|,,|2|,UNIT_ENEMY,지정한 적유닛에게 「1턴 동안 받는 데미지 + <VAL1>%」효과를 부여.\n(<COUNT>회 사용가능),0,0
2,BAKUHA,BAKUHA,염류폭파,Debuf,0,|3000|,|,,|2|,UNIT_ENEMY,지정한 적유닛에게 <VAL1> 데미지를 준다.\n격추는 안되고 특수능력 「특수내성」을 가진 적유닛에겐 무효.(<COUNT>회 사용가능),0,0
2,GUIDE,GUIDE,하타테의 염사가이드,Dodge,0,|10|,|1|,,,,파워 120 이상일 때 자신페어의 회피율 + <VAL1>% \n저속모드의 이동력 + <VAL2>.,0,0
2,SHUTTER,SHUTTER,슬로우 셔터,Damage,0,|7|,|13|,,,,저속모드일때 주는 데미지 + <VAL1>% 회피율 + <VAL2>%.,0,0
2,SAVE_MP+_HATATE,SAVE_MP+,요즘시대의 염사기자,Light,0,|40|,,,,,소비MP - <VAL1>%.\n효과는 스킬 「영력절약」과 중첩된다.,0,0
2,POW_DAM+_FLAN,POW_DAM+,재앙의 가지,Damage,0,|170|,|30|,,,,파워가 <VAL1> 이상일 때 주는 데미지 + <VAL2>%.,0,0
2,ADD_MAHOU_FLAN,ADD_MAHOU,마법소녀,Light,3,|2|4|6|,,,,,스킬 「마법사L <VAL1>」의효과를 얻는다.\n레벨에 따라 무기의 공격력 명중률에 보정.,0,0
2,PAIRFROM+_FLAN,PAIR+,언니와 함께,Light,3,|Remilia/|Remilia/|Remilia/|,|1|2|3|,,,,레밀리아와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,CONTRACT_FLAN,CONTRACT_FLAN,악마의 계약,Buf,0,|40|,,,|2|,UNIT_PLAYER,지정한 아군유닛의SP를 <VAL1>소비하여\n정신커맨드 「열혈」의효과를 부여.(<COUNT>회 사용가능),0,0
2,BATTLE_NOMOVE_YAMAME,BATTLE_NOMOVE,스파이더 네트,Debuf,0,|0|,|NOMOVE|,,|3|,SELF_ENEMY,1턴 동안 자신의공격에 「1턴이동불능」의 추가효과를 부여.\n(<COUNT>회 사용가능),0,0
2,ZOC_DAM_YAMAME,ZOC_DAM,미아즈마 필드,ZOC,2,|8|8|,|500|1000|,,|,GRID8_ENEMY,적턴 개시시 주위 8칸의 적유닛에 <VAL2>데미지.\n격추는 안되고 특수능력 「특수내성」을 가진 적유닛에겐 무효.,0,0
2,ROPE+,SPECIAL_VAL2+,헬 스트링,Light,3,|ADD_COMMAND|ADD_COMMAND|ADD_COMMAND|,|1|2|3|,,,,고유커맨드 「거미줄」의 사정 + <VAL2>.,0,0
2,WEP+_YAMAME,WEP+,슬며시다가오는공포의 기운,Damage,0,|400|,|2|,,,,무기 「칸다타 로프」의공격력 + <VAL1> 사정 + 1.,0,0
2,OKE+,OKE+,강화통,Guard,2,|150|300|,|100|200|,,|,,장갑 + <VAL1> 모든 무기의 공격력 + <VAL2>.,0,0
2,PROB+_SHIELD_KISUME,PROB+_SHIELD,경계심,Guard,0,|15|,,,,, 「실드방어」의 발동확률 + <VAL1>%.,0,0
2,SPIRIT+_KISUME,SPIRIT+,풀 메탈 버킷,Light,0,|철벽|,|0|,,,,정신커맨드 「<VAL1>」의효과대상이 페어전체가 된다.,0,0
2,SUPNUM+_KISUME,SUPNUM+,반석의 단단함,Guard,0,|0|,|3|,,,,원호방어의 발동횟수 + <VAL2>.\n스킬 「원호방어」가 없을 경우에도 유효.,0,0
2,PARSEE,PARSEE,인자한자를향한질투,Damage,0,,,,,,상대가 습득한 스킬의 개수에 따라 주는 데미지가 상승한다.,0,0
2,REVENGE_PARSEE,REVENGE,사무친 원한갚기,Damage,0,|15|,,,,,반격시 주는 데미지 + <VAL1>%.,0,0
2,YU_PAR,YU_PAR,집착의 질투아가씨,Light,0,|「가속」「기합」|,|1|,,|2|,SELF_PLAYER,자신페어에 정신커맨드 「가속」 「기합」의효과.(<COUNT>회 사용가능),0,0
2,JEALOUSY,SP_COST-,녹안의 젤러시,Light,0,|위압|,|30|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,YUGI,SPIRIT_POW_TURN,싸움의 우위,Light,0,|130|,|「직격」|,,,,파워가 <VAL1> 이상일 때 턴 개시시에 정신커맨드 <VAL2>이 걸린다.,0,0
2,WEP+_ALL_YUGI,WEP+_ALL,일귀당천,Attack,0,|200|,|10|,,,,격투무기의 공격력 + <VAL1> 크리티컬 확률 + <VAL2>%.,0,0
2,DAM+_DIST_YUGI,DAM+_DIST,인파이트,Damage,0,|10|,|3|,,,,거리 <VAL2>칸이내의 전투에서 주는 데미지 + <VAL1>% 받는 데미지 - <VAL1>%.,0,0
2,HP_ARMOR+_YUGI,HP_ARMOR+,귀신장갑,Guard,0,|1200|,|200|,,,,최대HP + <VAL1> 장갑 + <VAL2>.,0,0
2,WEP+_YUGI,WEP+,괴력난신,Damage,0,|600|,|2|,,,,무기 「삼보필살」의공격력 + <VAL1> 사정 + 1.,0,0
2,SPIRIT+_ORIN,SPIRIT+,능숙한 돌보기,Light,0,|헌신|,|0|,,,,정신커맨드 「<VAL1>」의 효과대상이 페어전체가 된다.,0,0
2,PAIR+_ORIN,PAIR+,지저의 짐승들,Light,3,|Utsuho/UtsuhoB/|Utsuho/UtsuhoB/|Utsuho/UtsuhoB/|,|1|2|3|,,,,우츠호와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,NEKO+_ORIN,NEKO+_ORIN,고양이 질주,Attack,0,|1|,|15|,,,,오린(고양이)상태일때 운동성 + <VAL2> \n무기 「캣츠 워크」의 사정 + <VAL1>.,0,0
2,SPIRIT_CHANGE_ORIN,SPIRIT_CHANGE,유골 복구,Light,0,|「헌신」이「부활」|,|90|,,,,정신커맨드 <VAL1>이 된다.(소비SP는 <VAL2>이 된다.)\n또한 부활한 유닛은 파워가 최대가 된다.,0,0
2,SPIRIT_POW_TURN_ORIN,SPIRIT_POW_TURN,지옥의 교통사고,Light,0,|130|,|「연격」|,,,,오린(고양이)상태고 파워가 <VAL1> 이상일 때 \n턴 개시시에 정신커맨드 <VAL2>이 걸린다.,0,0
2,HIT+_POW_UTSUHO,HIT+_POW,야타가라스가이드,Hit,0,|130|,|60|,,,,파워가 <VAL1> 이상일 때 명중률 + <VAL2>%.,0,0
2,YATA,YATA,침식,Light,4,|1|1|1|2|,|25|40|55|70|,,,,파워 150 이상일 때 행동횟수 + <VAL1> 명중률 + <VAL2>%.,0,0
2,UTSUHOH,UTSUHOH,생명의 화로,Light,4,|80|100|150|200|,|400|500|750|1000|,,,, 「HP회복」을 잃고 「저력 + 」의효과가 약해지지만 \n최대파워가 <VAL2>이 된다..\n또한 HP가 일정 수치 감소할때 마다 파워가 <VAL1>상승한다.,0,0
2,HIT+_POW_UTSUHO2,HIT+_POW,야타가라스가이드,Hit,0,|130|,|40|,,,,파워가 <VAL1> 이상일 때 명중률 + <VAL2>%.,0,0
2,UTSUHOH2,UTSUHOH2,태양의 화로,Cure,0,|20|,|CURE_HP_M|,,,,리미터 해제시 주는 데미지 + <VAL1>%.\n또한 특수능력 「HP회복(중)」을 추가한다.,0,0
2,PAIR+_UTSUHO,PAIR+,지저의 짐승들,Light,3,|Orin/OrinC/|Orin/OrinC/|Orin/OrinC/|,|1|2|3|,,,,오린과 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,ZZ,MAP_CHANGE_SHAPE,하이기가캐논,Hit,0,|4|,|giga3|,|9|,,,맵공격 「기가플레어」의 공격범위가 확대된다.,0,0
2,RADIATOR,RADIATOR,대형라디에이터,Light,0,|110/15/25/|,,,,,열량 게이지의 상승량을 줄인다.,0,0
2,CURE+_SHIP_MURASA,CURE+_SHIP,선상의 비너스,Cure,0,|2|,|1|,,,,성련선의 함장일 경우\n 「착함」한 유닛의 HP MP회복량이 <VAL1>배가 된다.,0,0
2,MOV+_MURASA,MOV+,전속전진,Move,0,|1|,|1|,,,,고속모드와 저속모드의 이동력 + <VAL1>.,0,0
2,MGR+_MURASA,CHAR+,함대전 준비,Attack,0,|0/20/0/0/0/0/|,|20|,,,,사격 스테이터스 + <VAL2>.,0,0
2,WEP_B+_MURASA,WEP_B+_MURASA,예비 앵커,Attack,0,|3|,|2|,,,,무기 「격침 앵커」의 공격력 + 150 사정 + 1 탄수 + <VAL1>.,0,0
2,VENUS,VENUS,물밑의 비너스,Damage,3,|20|30|40|,|20|30|40|,,,,지형 「물」에 있는 적에게 주는 데미지 + <VAL1>%.\n또한 자신이 지형 「물」에 있을 때 회피율 + <VAL2>%.,0,0
2,PAIR+_MURASA,PAIR+,요괴 삼인조,Light,3,|Ichirin/Nue/|Ichirin/Nue/|Ichirin/Nue/|,|1|2|3|,,,,이치린이나 누에와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,ADD_SPECIAL_ICHIRIN,ADD_SPECIAL,뉴도 블록,Guard,0,|U_BLOCK|,|0|,,,,특수능력 「뉴도 블록」을 추가.\n모든 공격의 데미지를 700 경감한다.(소비MP 10),0,0
2,WEP+_ICHIRIN,WEP+,뉴도 러쉬,Damage,0,|200|,|2|,,,,무기 「천상천하 연속 훅」의공격력 + <VAL1> 사정 + 1.,0,0
2,MAXSP+_ICHIRIN,MAXSP+,힘내는 아저씨,Light,3,|20|35|50|,|Unzan/|Unzan/|Unzan/|,,,,운잔의 최대SP + <VAL1>.,0,0
2,SPIRIT_CHANGE_ICHIRIN,SPIRIT_CHANGE,발랄한 아가씨,Light,0,|「집중」이「기합+」|,|30|,,,,정신커맨드 <VAL1>가 된다.\n(소비SP는 <VAL2>이 된다.),0,0
2,PAIR+_ICHIRIN,PAIR+,요괴 삼인조,Light,3,|Nue/Murasa/|Nue/Murasa/|Nue/Murasa/|,|1|2|3|,,,,무라사나 누에와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,SP_COST-_NUE,SP_COST-,헤이안의 대요괴,Light,0,|교란|,|50|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,CLOUD,CLOUD,다크 클라우드,Cure,2,|120|120|,|10|20|,,,,파워가 <VAL1> 이상일 때 자신의 지형이 「밤」이 되고\n턴 개시시에 MP가 <VAL2>%회복된다.,0,0
2,NUE,NUE,미확인비행소녀,Dodge,2,|15|30|,|5|5|,,,,출격후 <VAL2>턴째까지 명중률과 회피율 + <VAL1>%.,0,0
2,PAIR+_NUE,PAIR+,요괴 삼인조,Light,3,|Murasa/Ichirin/|Murasa/Ichirin/|Murasa/Ichirin/|,|1|2|3|,,,,무라사나 이치린과 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,SUP_RANGE+_IKU,SUP_RANGE+,위험감지,Light,2,|2|3|,|,,,,거리 <VAL1>칸이내의 아군유닛에게 원호를 할수있다.,0,0
2,ECO+_IKU,ECO+,자가발전,Attack,0,|30|,|2|,,,,무기 「광룡의 한숨」의 소비MP 가 <VAL1>이 되고 사정 + 1.,0,0
2,ALLGRAZE_IKU,ADD_STATE,깃옷은물과같이,Dodge,0,|0|,|ALLGRAZE|,,|2|,SELF_PLAYER,1턴 동안 저속모드 고속모드 어느쪽이든\n반드시 공격을 회피하지만 그레이즈 데미지를 받는다.\n단 방어를 선택했을땐 발생하지 않는다.(<COUNT>회 사용가능),0,0
2,WEP+_IKU,WEP+,용신의 일격,Damage,0,|400|,|3|,,,,무기 「용어 드릴」의공격력 + <VAL1> 사정 + 1.,0,0
2,SP_COST-_TENSHI,SP_COST-,철벽소녀,Light,0,|철벽|,|15|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,CRT+_COMPAT_TENSHI,CRT+_COMPAT,기염만장의 검,Attack,0,|S|,|1000|,,,,상대가 있는 지형에 대한 무기의 지형적응이 <VAL1> 이상일 때 \n공격이 반드시 크리티컬이 된다.,0,0
2,ADD_SPIRIT_TENSHI,ADD_SPIRIT,저돌맹진의 선도,Light,0,|「돌격」|,|0|,,|2|,SELF_PLAYER,자신에 <VAL1>의효과.(<COUNT>회 사용가능),0,0
2,WEP+_TENSHI,WEP+,하늘의 소녀.땅의 신.인간의 마음.,Damage,0,|400|,|5|,,,,무기 「전인요의 비상천」의공격력 + <VAL1> 사정 + 1.,0,0
2,CURE+_SHIP_KORIN,CURE+_SHIP,선장대리,Light,0,|2|,|1|,,,, 「착함」한 유닛의HP MP회복량이 <VAL1>배가 된다.,0,0
2,HIT+_DEF+_KORIN,HIT+_DEF+,안전운전,Light,2,|15|20|,|5|10|,,,,명중률 + <VAL1>% 받는 데미지 - <VAL2>%.,0,0
2,ITEM+_PAIR_KORIN,ITEM+_PAIR,천객만래,Light,3,|1|2|3|,,,,,거리 <VAL1>칸이내의 아군유닛에게 아이템을 쓸수있다.\n또한 효과대상을 페어 전체와 합체유닛 전체로 확대한다.,0,0
2,ZAIKO,ZAIKO,재고이용,Light,0,,,,|2|,PASSIVE,아무도 장비하고있지 않은 아이템을 선택해 자신에게 사용한다.\n각 아이템당 1회까지 사용가능.(<COUNT>회 사용가능),0,0
2,KOGASA01,ADD_KOGASA,새디즘!?,Light,0,|CHOHATSU|,|4|,,|2|,SELF_PLAYER,무기 「원망스러워 - 」에 정신커맨드 「도발」의효과.(<COUNT>회 사용가능)\n특수능력 「특수내성」을 가진 적유닛에겐 무효.,0,0
2,KOGASA02,ADD_KOGASA,때릴거야!?,Light,0,|TEKAGEN|,|4|,,|3|,SELF_PLAYER,무기 「원망스러워 - 」에 정신커맨드 「봐주기」의효과.(<COUNT>회 사용가능),0,0
2,TATARA,DAM+_DEF+_PAIR,골풀무 밟기,Light,0,|10|,|10|,,,,자신페어의 주는 데미지 + <VAL1>% 받는 데미지 - <VAL2>%.,0,0
2,SHARE_SPIRIT_KOGASA,SHARE_SPIRIT,아이아이가사,Light,0,,,,|1|,SELF_PLAYER,전위와 후위가 적용중인 정신커맨드를 공유한다.(<COUNT>회 사용가능),0,0
2,ADD_STATE_MEDICINE1,ADD_STATE,신경독,Debuf,0,|0|,|NO_ARMOR|,,|2|,SELF_PLAYER,다음 공격에 「장갑100%관통」의 추가효과를 부여.(<COUNT>회 사용가능),0,0
2,ADD_STATE_MEDICINE2,ADD_STATE,우울의 독,Debuf,0,|0|,|NO_MP|,,|2|,SELF_PLAYER,다음 공격에 「MP와 탄수데미지」의 추가효과를 부여.\n피탄당한 상대의 MP와 탄수를 0으로 한다.(<COUNT>회 사용가능)\n특수능력 「특수내성」을 가진 적유닛에겐 무효.,0,0
2,SP_COST-_MEDICINE,SP_COST-,영란의 꽃,Light,0,|회심|,|20|,,,,정신커맨드 「<VAL1>」의소비SP가 <VAL2>이 된다.,0,0
2,ADD_SPIRIT_ALL_MEDICINE,ADD_SPIRIT_ALL,은방울꽃의 기도,Light,0,|기도|,|INORI|,,|1|,SELF_PLAYER,모든 아군유닛에 정신커맨드 「<VAL1>」의 효과.(<COUNT>회 사용가능),0,0
2,EIKI,EIKI,낙원의 심판,Hit,0,|50|,,,,,명중률이 <VAL1>%이상일 경우 100% <VAL1>% 미만일 경우 0%이 된다.\n효과는 자신과 공격상대 양쪽에 적용.,0,0
2,INIPOW+_EIKI,INIPOW+,갈!,Power,0,|10|,|All|,,,,모든 아군유닛의 출격파워 + <VAL1>.(자신은 제외),0,0
2,SP_COST-_EIKI,SP_COST-,염마의 역린,Light,0,|격노|,|60|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,MUISHIKI,NO_TARGET,무의식,Light,0,|2|,|1|,,|0|,RANGE_PLAYER,거리 <VAL1>칸이내의 아군유닛이 공격대상이 되지않는다.,0,0
2,SENSE2,SENSE2,초반응 센스,Light,4,|120|120|120|120|,|30|60|80|100|,,,,파워가 <VAL1> 이상일 때 정신커맨드 「번뜩임」을 무효화.\n또한 「카운터」의 발동확률 + <VAL2>%.,0,0
2,SENSE3,SENSE3,닫힌사랑의 눈동자,Light,0,,,,,,정신커맨드 「번뜩임」을 무효화.\n또한 L속성의 공격의 데미지를 무효화.,0,0
2,SENSE,SENSE,초반응 센스,Light,0,|50|,,,,,후위에 있을 때 턴 종료시에 전위로 교대한다.\n또한 「카운터」의 발동확률 + <VAL1>%.,0,0
2,ZERO,SPIRIT_ACT_RANDOM,센스오브제로,Light,0,,,,,,턴 개시시 자신을 대상으로 정신커맨드가 무작위로 걸린다.,0,0
2,PAIR+_KOISHI,PAIR+,눈동자를 볼순 없어도,Light,3,|Satori/|Satori/|Satori/|,|1|2|3|,,,,사토리와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.\n또한 무기 「코메이지 하트 브레이커」의 사정 + 1.,0,0
2,MUISHIKI2,SPIRIT_ACT_TURN,무의식,Light,3,,|「은신」|「은신」|「은신」|,,|2|3|4|,PASSIVE,출격후 <COUNT>턴째까지 턴 개시시에 정신커맨드 <VAL2>이 걸린다.,0,0
2,DAM+_WEP_SATORI,DAM+_WEP,공포최면술,Dodge,0,|20|,|1/2/|,,,,무기 「상기」로 주는 데미지 + <VAL1>%.,0,0
2,TRAUMA,TRAUMA,살아나는 트라우마,Dodge,0,|50|,,,|2|,SELF_PLAYER,다음 공격시 무기 「상기」로 주는 데미지 + <VAL1>%.(<COUNT>회 사용가능),0,0
2,PAIR+_SATORI,PAIR+,마음을 읽진 못해도,Light,3,|Koishi/|Koishi/|Koishi/|,|1|2|3|,,,,코이시와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.\n또한 무기 「코메이지 하트 브레이커」의공격력 + 300.,0,0
2,SPIRIT+_SATORI,SPIRIT+,정신 감응파,Light,0,|감응|,|0|,,,,정신커맨드 「<VAL1>」의 효과대상이 페어전체가 된다.,0,0
2,REATTACK_POW,REATTACK_POW,재공격,Attack,4,|130|120|110|105|,|,,,,파워가 <VAL1> 이상일 때 자신에게 원호공격을 한다.,0,0
2,MAID_YUMEKO,DAM+_DEF+_PAIR,탠덤 어썰트,Attack,0,|10|,|10|,,,,자신페어의 주는 데미지 + <VAL1>% 받는 데미지 - <VAL2>%.,0,0
2,SPIRIT_ACT_BEAT_YUMEKO,SPIRIT_ACT_BEAT,리제너레이션,Cure,0,,|「근성」|,,|2|,PASSIVE,적유닛을 격추했을때 자신에게 정신커맨드 <VAL2>이 걸린다.\n1턴당 <COUNT>회까지 발동.,0,0
2,FDAM+_CRT_YUMEKO,FDAM+_CRT,데몬 슬레이어,Damage,0,|1000|,,,,,크리티컬 발생시 주는 최종데미지 + <VAL1>.\n페어 전체에 효과있음.,0,0
2,SPIRIT_ACT_INI_YUMEKO,SPIRIT_ACT_INI,카미카제 메이드,Light,0,|「가속」「회심」「기합」「돌격」「저격」|,,,,,출격시 자신페어에 <VAL1>의효과.,0,0
2,REATTACK_POW_YUMEKO,REATTACK_POW,재공격,Attack,0,|130|,|,,,,파워가 <VAL1> 이상일 때 자신에게 원호공격을 한다.,0,0
2,IKOU,SPIRIT_POW_TURN,마계신의 위광,Light,0,|120|,|「필중」「봐주기」|,,,,파워가 <VAL1> 이상일 때 \n턴 개시시에 <VAL2>가 걸린다.,0,0
2,CURE_SP_TURN_SHINKI,CURE_SP_TURN,평안한 마음,Cure,0,|15|,,,,,스킬 「SP회복」의 회복량 + <VAL1>.,0,0
2,ZOC_BARRIER,ZOC_BARRIER,기도의 커튼,Light,0,|5|,|500|,,,RANGE_PLAYER,거리 <VAL1>칸이내의아군유닛에 「광역 배리어」의 효과.\n피탄시의 데미지를 <VAL2> 경감한다.,0,0
2,HUG,HUG,신의 포옹,Attack,0,|20|,,,,,자신과의 전투후 HP가 <VAL1>%이하가 된 적유닛을 후퇴시킨다.\n경험치등은 획득할 수 있지만 영격과 맵공격으로 조건 달성시는 제외.\n특수능력 「특수내성」을 가진 적유닛에겐 무효.,0,0
2,BABUMI,BABUMI,어머니와 함께,Cure,0,|25|,,,,,턴 개시시 페어상대의 HP과MP가 <VAL1>%회복된다.,0,0
2,MAXPOW+2_BYAKUREN,MAXPOW+2,감정의 마천루,Power,0,|30|,,,,,최대파워 + <VAL1>.,0,0
2,INIPOW+_BYAKUREN,INIPOW+,부처의 가르침,Power,0,|20|,|Nazrin/Ichirin/Murasa/Sho/|,,,,스킬 「법력」을 소유한 유닛의 출격시의 파워 + <VAL1>.(자신은 제외),0,0
2,DBZ,MOV_RANGE+_UNIT,가루다의 날개,Move,0,|1|,|2|,|ByakurenH|,,, 「뱌쿠렌(초인)」상태의 이동력 + <VAL1> 사정 + <VAL2>.,0,0
2,OKUNINUSHI,OKUNINUSHI,오오쿠니누시,Cure,0,|3|,|25|,,|1|,SELF_PLAYER, <VAL1>턴 동안 「HP과MP <VAL2>%회복」의 상태가 되어\n턴 개시시에 회복된다.(<COUNT>회 사용가능),0,0
2,AMENOUZUME,AMENOUZUME,아메노우즈메,Dodge,0,|3|,|2|,,|1|,SELF_PLAYER, <VAL1>턴 동안 「무녀강화」의 상태가 되어 스킬 「무녀」의효과가 2배.\n모든 무기의 사정 + <VAL2>.(<COUNT>회 사용가능),0,0
2,TAKEMIKAZUCHI,TAKEMIKAZUCHI,타케미카즈치,Damage,0,,,,|1|,SELF_PLAYER,한번만 「명중한계돌파」의 상태가 되어\n100%를 넘은 만큼의 명중률만큼 주는 데미지가 늘어난다.,0,0
2,OMIKAMI,ADD_WEAPON,아마테라스오미카미,Attack,0,,,,,,맵공격 「아마테라스오미카미」를 추가한다.,0,0
2,IDEONGUN,IDEONGUN,파동 부채,Attack,0,,,,,,맵공격 「파동 부채」의 사정이 무한이 된다.\n단 효과 범위가 변화한다.,0,0
2,UMIYAMA,UMIYAMA,바다와산을잇는능력,Light,0,|7|,,,|1|,TILE_BLANK_LONG,거리 <VAL1>칸이내의 두 지점을 선택하여 유닛을 이동시킨다.\n피아를 구분하지 않고 특수능력 「특수내성」을 가진 적유닛에겐 무효.\n(<COUNT>회 사용가능),0,0
2,PEACH,PEACH,달의 선도복숭아,Cure,3,|50|75|100|,,,|1|1|1|,SELF_PLAYER,자신과 페어의SP가 <VAL1> 회복된다.(<COUNT>회 사용가능),0,0
2,FULLFLAT,FULLFLAT,전탄발사,Damage,0,,,,|2|,SELF_PLAYER,탄수를 모두 소비하여 주는 데미지를 상승시킨다.\n효과량은 선택한 무기와 잔탄수에 의존.(<COUNT>회 사용가능),0,0
2,PENETRATE_REISEN,PENETRATE,철갑탄,Buf,0,|-1|,,,,,모든 무기에 「배리어관통」의특수효과를 부여.,0,0
2,RANGE+_ALL_REISEN,RANGE+_ALL,라이플탄,Hit,2,|1|2|,,,,,모든 무기의 사정 + <VAL1>.,0,0
2,BULLETCHARGE,CURE_SELF_MPBL,탄약보급,Cure,0,,,,|2|,SELF_PLAYER,MP와 탄수를 최대까지 회복시킨다.(<COUNT>회 사용가능),0,0
2,POW_DAM+_TENSOKU,POW_DAM+,머신파워,Damage,0,|130|,|15|,,,,파워가 <VAL1> 이상일 때 주는 데미지 + <VAL2>%.,0,0
2,HP_ARMOR+_TENSOKU,HP_ARMOR+,초합금그레이트,Guard,0,|2000|,|250|,,,,최대HP + <VAL1> 장갑 + <VAL2>.,0,0
2,ADD_SPECIAL_TENSOKU,ADD_SPECIAL,핵융합에네르기,Cure,0,|CURE_MP_S|,|0|,,,,최대MP + 100.\n또한 특수능력 「MP회복(소)」추가.,0,0
2,MOV+_TENSOKU,GOD_AIR,마하스크랜더,Move,0,|1|,|S|,,,,지형적응 「공중」이 S가 되고 이동력 + <VAL1>.,0,0
2,ISHIELD_KAGUYAN,ISHIELD,굴하지않는의지,Guard,4,|2|4|6|8|,|1000000|1000000|1000000|1000000|,,|2|4|4|5|,PASSIVE,피탄된 공격을 무효화한다.(발동횟수 <COUNT>회),0,0
2,USE_SPIRIT_NUE,USE_SPIRIT,누에의 한밤의 울음소리,Light,4,|120|120|120|120|,|교란|교란|교란|교란|,,|4|3|3|2|,,파워가 <VAL1> 이상일 때 \n <COUNT>턴에 한번 정신커맨드 「<VAL2>」을 사용한다.,0,0
2,USE_SPIRIT_ICHIRINN,USE_SPIRIT,분노의 대운괴,Light,4,|120|120|120|120|,|격노|격노|격노|격노|,,|4|3|3|2|,,파워가 <VAL1> 이상일 때 \n <COUNT>턴에 한번 정신커맨드 「<VAL2>」를 사용한다.,0,0
2,MUGEN_MEKO,MUGEN_MEKO,꿈의 결,Light,6,|1|1|1|1|1|2|,|「번뜩임」|「필중」「번뜩임」||||「직격」「필중」「번뜩임」|,,,,파워 130 이상일 때 행동횟수 + <VAL1> 받는 데미지를 - 20%.\n또한 스킬발동중엔 턴 개시시에\n정신커맨드 <VAL2>을 사용.,0,0
2,STRAYDREAM,STRAYDREAM,방황하는꿈,Light,4,|1|2|3|4|,|,,,,파워 130 이상일 때 \n턴 개시시에정신커맨드 「꿈」을 사용한다.\n매 턴 <VAL1>번 임의의 정신커맨드를 발동.,0,0
2,MAXPOW+3_MAKURAF,MAXPOW+3,이 손에 꿈을,Light,4,|230|250|300|400|,,,,,최대파워가 <VAL1>이 된다.,0,0
