CharDataID,SkillID,L1,L2,L3,L4,L5,L6,L7,L8,L9
Letty02,ADD_STATE_LETTY,41,,,,,,,,
Letty02,COUNTER,1,1,,,,,,,
Letty02,HARITSUKI,1,,,,,,,,
Letty02,P_HIT,1,,,,,,,,
Letty_en01,COUNTER,1,1,,,,,,,
Letty_en01,GUARD,1,,,,,,,,
Letty_en01,P_HIT,1,,,,,,,,
LilyB01,IBUKI,1,37,,,,,,,
LilyB01,HARUKAZE,10,,,,,,,,
LilyB01,SP_COST-_LILYW,17,,,,,,,,
LilyB01,LILYB,100,,,,,,,,
LilyB01,ADD_SPIRIT_ALL_LILYW,65,,,,,,,,
LilyB01,KIAI,1,1,1,,,,,,
LilyB01,SATTACK,1,,,,,,,,
LilyB01,EXTEND,1,,,,,,,,
LilyB02,IBUKI,1,37,,,,,,,
LilyB02,HARUKAZE,10,,,,,,,,
LilyB02,SP_COST-_LILYW,17,,,,,,,,
LilyB02,LILYB,1,,,,,,,,
LilyB02,ADD_SPIRIT_ALL_LILYW,65,,,,,,,,
LilyB02,KIAI,1,1,1,,,,,,
LilyB02,SATTACK,1,,,,,,,,
LilyB02,EXTEND,1,,,,,,,,
LilyW01,IBUKI,100,100,,,,,,,
LilyW01,HARUKAZE,100,,,,,,,,
LilyW01,SP_COST-_LILYW,100,,,,,,,,
LilyW01,LILYB,100,,,,,,,,
LilyW01,ADD_SPIRIT_ALL_LILYW,100,,,,,,,,
LilyW01,KIAI,1,100,100,,,,,,
LilyW01,SATTACK,100,,,,,,,,
LilyW01,EXTEND,100,,,,,,,,
LilyW02,IBUKI,1,37,,,,,,,
LilyW02,HARUKAZE,10,,,,,,,,
LilyW02,SP_COST-_LILYW,17,,,,,,,,
LilyW02,LILYB,100,,,,,,,,
LilyW02,ADD_SPIRIT_ALL_LILYW,65,,,,,,,,
LilyW02,KIAI,1,1,1,,,,,,
LilyW02,SATTACK,1,,,,,,,,
LilyW02,EXTEND,1,,,,,,,,
LilyW03,IBUKI,1,37,,,,,,,
LilyW03,HARUKAZE,10,,,,,,,,
LilyW03,SP_COST-_LILYW,17,,,,,,,,
LilyW03,LILYB,100,,,,,,,,
LilyW03,ADD_SPIRIT_ALL_LILYW,65,,,,,,,,
LilyW03,KIAI,1,1,1,,,,,,
LilyW03,SATTACK,1,,,,,,,,
LilyW03,EXTEND,1,,,,,,,,
LilyW04,IBUKI,1,37,,,,,,,
LilyW04,HARUKAZE,10,,,,,,,,
LilyW04,SP_COST-_LILYW,17,,,,,,,,
LilyW04,LILYB,1,,,,,,,,
LilyW04,ADD_SPIRIT_ALL_LILYW,65,,,,,,,,
LilyW04,KIAI,1,1,1,,,,,,
LilyW04,SATTACK,1,,,,,,,,
LilyW04,EXTEND,1,,,,,,,,
LilyW_en01,KIAI,1,1,1,,,,,,
LilyW_en01,SATTACK,1,,,,,,,,
Luna01,LUNA_FAIRY,1,,,,,,,,
Luna01,SILENCE,1,23,41,,,,,,
Luna01,THREE_FAIRIES_LUNA,1,21,38,50,,,,,
Luna01,SPIRIT_CHANGE_LUNA,65,,,,,,,,
Luna01,SGUARD,1,,,,,,,,
Luna01,USO,1,,,,,,,,
Luna01,P_HIT,1,,,,,,,,
Luna_en01,SGUARD,1,,,,,,,,
Luna_en01,USO,1,,,,,,,,
Luna_en01,P_HIT,1,,,,,,,,
Lunasa01,UTSU,1,,,,,,,,
Lunasa01,PAIR+_LUNASA,1,28,45,,,,,,
Lunasa01,LEADER,1,25,50,,,,,,
Lunasa01,GIKOU,20,,,,,,,,
Lunasa01,PRISM+,65,,,,,,,,
Lunasa01,MUSICIAN,1,,,,,,,,
Lunasa01,KIAI,1,1,1,1,1,,,,
Lunasa01,MIKIRI,1,,,,,,,,
Lunasa_en01,MUSICIAN,1,,,,,,,,
Lunasa_en01,KIAI,1,1,1,1,1,,,,
Lunasa_en01,MIKIRI,1,,,,,,,,
Lunasa_en01,SATTACK,1,,,,,,,,
Lunasa_en01,P_HIT,1,,,,,,,,
Lyrica01,LYRICA,1,,,,,,,,
Lyrica01,PAIR+_LYRICA,1,28,45,,,,,,
Lyrica01,CHAR+_LYRICA,40,,,,,,,,
Lyrica01,PRISM+,65,,,,,,,,
Lyrica01,SPIRIT+_LYRICA,70,,,,,,,,
Lyrica01,MUSICIAN,1,,,,,,,,
Lyrica01,SATTACK,1,1,,,,,,,
Lyrica01,DAM+_SATTACK,1,,,,,,,,
Lyrica_en01,MUSICIAN,1,,,,,,,,
Lyrica_en01,SATTACK,1,1,,,,,,,
Lyrica_en01,DAM+_SATTACK,1,,,,,,,,
Lyrica_en01,P_BEAT,1,,,,,,,,
Maid_en01,KIAI,1,1,1,,,,,,
Maid_en01,P_HIT,1,,,,,,,,
Makura_en01,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
Makura_en01,EICHI,1,,,,,,,,
Makura_en01,DOUBLE,1,,,,,,,,
Makura_en01,MAXPOW++,1,,,,,,,,
Makura_en01,P_ALL,1,,,,,,,,
Makura_en01,P_TURN+,1,,,,,,,,
Makura_en01,NODIST,1,,,,,,,,
Makura_en02,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
Makura_en02,EICHI,1,,,,,,,,
Makura_en02,TRIPLE,1,,,,,,,,
Makura_en02,MAXPOW++,1,,,,,,,,
Makura_en02,P_ALL,1,,,,,,,,
Makura_en02,P_TURN+,1,,,,,,,,
Makura_en02,NODIST,1,,,,,,,,
Shitone_en01,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
Shitone_en01,KIWAMI,1,,,,,,,,
Shitone_en01,DOUBLE,1,,,,,,,,
Shitone_en01,MAXPOW++,1,,,,,,,,
Shitone_en01,P_ALL,1,,,,,,,,
Shitone_en01,P_TURN+,1,,,,,,,,
Shitone_en01,NODIST,1,,,,,,,,
Shitone_en02,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
Shitone_en02,KIWAMI,1,,,,,,,,
Shitone_en02,DOUBLE,1,,,,,,,,
Shitone_en02,MAXPOW++,1,,,,,,,,
Shitone_en02,P_ALL,1,,,,,,,,
Shitone_en02,P_TURN+,1,,,,,,,,
Shitone_en02,NODIST,1,,,,,,,,
ShitoneF_en01,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
ShitoneF_en01,KIWAMI,1,,,,,,,,
ShitoneF_en01,DOUBLE,1,,,,,,,,
ShitoneF_en01,MAXPOW++,1,,,,,,,,
ShitoneF_en01,P_ALL,1,,,,,,,,
ShitoneF_en01,P_TURN+,1,,,,,,,,
ShitoneF_en01,NODIST,1,,,,,,,,
MakuraF_en01,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
MakuraF_en01,EICHI,1,,,,,,,,
MakuraF_en01,DOUBLE,1,,,,,,,,
MakuraF_en01,MAXPOW++,1,,,,,,,,
MakuraF_en01,P_ALL,1,,,,,,,,
MakuraF_en01,P_TURN+,1,,,,,,,,
MakuraF_en01,NODIST,1,,,,,,,,
MakuraF_en02,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
MakuraF_en02,EICHI,1,,,,,,,,
MakuraF_en02,TRIPLE,1,,,,,,,,
MakuraF_en02,MAXPOW++,1,,,,,,,,
MakuraF_en02,P_ALL,1,,,,,,,,
MakuraF_en02,P_TURN+,1,,,,,,,,
MakuraF_en02,NODIST,1,,,,,,,,
MakuraS_en01,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
MakuraS_en01,EICHI,1,,,,,,,,
MakuraS_en01,DOUBLE,1,,,,,,,,
MakuraS_en01,MAXPOW++,1,,,,,,,,
MakuraS_en01,P_ALL,1,,,,,,,,
MakuraS_en01,P_TURN+,1,,,,,,,,
MakuraS_en01,NODIST,1,,,,,,,,
MakuraS_en02,MUGEN_MAKURA,1,1,1,1,1,1,1,1,1
MakuraS_en02,EICHI,1,,,,,,,,
MakuraS_en02,TRIPLE,1,,,,,,,,
MakuraS_en02,MAXPOW++,1,,,,,,,,
MakuraS_en02,P_ALL,1,,,,,,,,
MakuraS_en02,P_TURN+,1,,,,,,,,
MakuraS_en02,NODIST,1,,,,,,,,
Makura01,MUGEN_MAKURA2,1,1,1,1,1,1,1,1,1
Makura01,EICHI,1,,,,,,,,
Makura01,CURE_SP,1,,,,,,,,
Makura01,GUARD,1,,,,,,,,
Makura02,MUGEN_MAKURA2,1,1,1,1,1,1,1,1,1
Makura02,EICHI,1,,,,,,,,
Makura02,CURE_SP,1,,,,,,,,
Makura02,SATTACK,1,,,,,,,,
Makura02,STRAY+,1,30,50,,,,,,
Makura02,KABIGON,10,,,,,,,,
Makura02,ADD_STATE_MAKURA,20,40,,,,,,,
Makura02,PAIR+_MAKURA,1,25,35,,,,,,
Makura02,SUP+_SA_MAKURA,1,15,45,,,,,,
Makura02,CURE_FPM,60,,,,,,,,
MakuraF01,MUGEN_MAKURA2,1,1,1,1,1,1,1,1,1
MakuraF01,EICHI,1,,,,,,,,
MakuraF01,CURE_SP,1,,,,,,,,
MakuraF01,SATTACK,1,,,,,,,,
MakuraF01,STRAY+,1,30,50,,,,,,
MakuraF01,KABIGON,10,,,,,,,,
MakuraF01,ADD_STATE_MAKURA,20,40,,,,,,,
MakuraF01,PAIR+_MAKURA,1,25,35,,,,,,
MakuraF01,SUP+_SA_MAKURA,1,15,45,,,,,,
MakuraF01,CURE_FPM,60,,,,,,,,
Marisa01,D_POWER,1,17,42,,,,,,
Marisa01,H_WORKER,1,,,,,,,,
Marisa01,M_THRUSTER,8,34,,,,,,,
Marisa01,M_SHIELD+,20,30,40,,,,,,
Marisa01,S_STAR,25,,,,,,,,
Marisa01,D_POWER_MAX,65,,,,,,,,
Marisa01,MAHOU,1,8,16,24,33,44,55,,
Marisa01,KIAI,1,1,1,1,1,1,1,,
Marisa01,P_HIT,1,,,,,,,,
Marisa02,D_POWER,1,17,42,,,,,,
Marisa02,H_WORKER,1,,,,,,,,
Marisa02,M_THRUSTER,8,34,,,,,,,
Marisa02,M_SHIELD+,20,30,40,,,,,,
Marisa02,S_STAR,25,,,,,,,,
Marisa02,D_POWER_MAX,65,,,,,,,,
Marisa02,MAHOU,1,8,16,24,33,44,55,,
Marisa02,KIAI,1,1,1,1,1,1,1,,
Marisa02,P_HIT,1,,,,,,,,
Marisa03,D_POWER,1,17,42,,,,,,
Marisa03,H_WORKER,1,,,,,,,,
Marisa03,M_THRUSTER,8,34,,,,,,,
Marisa03,M_SHIELD+,20,30,40,,,,,,
Marisa03,S_STAR,25,,,,,,,,
Marisa03,D_POWER_MAX,65,,,,,,,,
Marisa03,MAHOU,1,8,16,24,33,44,55,,
Marisa03,KIAI,1,1,1,1,1,1,1,,
Marisa03,P_HIT,1,,,,,,,,
Marisa04,D_POWER,1,17,42,,,,,,
Marisa04,H_WORKER,1,,,,,,,,
Marisa04,M_THRUSTER,8,34,,,,,,,
Marisa04,M_SHIELD+,20,30,40,,,,,,
Marisa04,S_STAR,25,,,,,,,,
Marisa04,D_POWER_MAX,65,,,,,,,,
Marisa04,MAHOU,1,8,16,24,33,44,55,,
Marisa04,KIAI,1,1,1,1,1,1,1,,
Marisa04,P_HIT,1,,,,,,,,
Marisa05,D_POWER,1,17,42,,,,,,
Marisa05,H_WORKER,1,,,,,,,,
Marisa05,M_THRUSTER,8,34,,,,,,,
Marisa05,M_SHIELD+,20,30,40,,,,,,
Marisa05,S_STAR,25,,,,,,,,
Marisa05,D_POWER_MAX,65,,,,,,,,
Marisa05,MAHOU,1,8,16,24,33,44,55,,
Marisa05,KIAI,1,1,1,1,1,1,1,,
Marisa05,P_HIT,1,,,,,,,,
Marisa06,D_POWER,1,17,42,,,,,,
Marisa06,H_WORKER,1,,,,,,,,
Marisa06,M_THRUSTER,8,34,,,,,,,
Marisa06,M_SHIELD+,20,30,40,,,,,,
Marisa06,S_STAR,25,,,,,,,,
Marisa06,D_POWER_MAX,65,,,,,,,,
Marisa06,MAHOU,1,8,16,24,33,44,55,,
Marisa06,KIAI,1,1,1,1,1,1,1,,
Marisa06,P_HIT,1,,,,,,,,
Marisa07,D_POWER,1,17,42,,,,,,
Marisa07,H_WORKER,1,,,,,,,,
Marisa07,M_THRUSTER,8,34,,,,,,,
Marisa07,M_SHIELD+,20,30,40,,,,,,
Marisa07,S_STAR,25,,,,,,,,
Marisa07,D_POWER_MAX,65,,,,,,,,
Marisa07,MAHOU,1,8,16,24,33,44,55,,
Marisa07,KIAI,1,1,1,1,1,1,1,,
Marisa07,P_HIT,1,,,,,,,,
Marisa08,D_POWER,1,17,42,,,,,,
Marisa08,H_WORKER,1,,,,,,,,
Marisa08,M_THRUSTER,8,34,,,,,,,
Marisa08,M_SHIELD+,20,30,40,,,,,,
Marisa08,S_STAR,25,,,,,,,,
Marisa08,D_POWER_MAX,65,,,,,,,,
Marisa08,MAHOU,1,8,16,24,33,44,55,,
Marisa08,KIAI,1,1,1,1,1,1,1,,
Marisa08,P_HIT,1,,,,,,,,
Marisa09,D_POWER,1,17,42,,,,,,
Marisa09,H_WORKER,1,,,,,,,,
Marisa09,M_THRUSTER,8,34,,,,,,,
Marisa09,M_SHIELD+,20,30,40,,,,,,
Marisa09,S_STAR,25,,,,,,,,
Marisa09,D_POWER_MAX,65,,,,,,,,
Marisa09,MAHOU,1,8,16,24,33,44,55,,
Marisa09,KIAI,1,1,1,1,1,1,1,,
Marisa09,P_HIT,1,,,,,,,,
Marisa10,D_POWER,1,17,42,,,,,,
Marisa10,H_WORKER,1,,,,,,,,
Marisa10,M_THRUSTER,8,34,,,,,,,
Marisa10,M_SHIELD+,20,30,40,,,,,,
Marisa10,S_STAR,25,,,,,,,,
Marisa10,D_POWER_MAX,65,,,,,,,,
Marisa10,MAHOU,1,8,16,24,33,44,55,,
Marisa10,KIAI,1,1,1,1,1,1,1,,
Marisa10,P_HIT,1,,,,,,,,
Marisa11,D_POWER,1,17,42,,,,,,
Marisa11,H_WORKER,1,,,,,,,,
Marisa11,M_THRUSTER,8,34,,,,,,,
Marisa11,M_SHIELD+,20,30,40,,,,,,
Marisa11,S_STAR,25,,,,,,,,
Marisa11,D_POWER_MAX,65,,,,,,,,
Marisa11,MAHOU,1,8,16,24,33,44,55,,
Marisa11,KIAI,1,1,1,1,1,1,1,,
Marisa11,P_HIT,1,,,,,,,,
Marisa12,D_POWER,1,17,42,,,,,,
Marisa12,H_WORKER,1,,,,,,,,
Marisa12,M_THRUSTER,8,34,,,,,,,
Marisa12,M_SHIELD+,20,30,40,,,,,,
Marisa12,S_STAR,25,,,,,,,,
Marisa12,D_POWER_MAX,65,,,,,,,,
Marisa12,MAHOU,1,8,16,24,33,44,55,,
Marisa12,KIAI,1,1,1,1,1,1,1,,
Marisa12,P_HIT,1,,,,,,,,
Marisa13,D_POWER,1,17,42,,,,,,
Marisa13,H_WORKER,1,,,,,,,,
Marisa13,M_THRUSTER,8,34,,,,,,,
Marisa13,M_SHIELD+,20,30,40,,,,,,
Marisa13,S_STAR,25,,,,,,,,
Marisa13,D_POWER_MAX,65,,,,,,,,
Marisa13,MAHOU,1,8,16,24,33,44,55,,
Marisa13,KIAI,1,1,1,1,1,1,1,,
Marisa13,P_HIT,1,,,,,,,,
Marisa14,D_POWER,1,17,42,,,,,,
Marisa14,H_WORKER,1,,,,,,,,
Marisa14,M_THRUSTER,8,34,,,,,,,
Marisa14,M_SHIELD+,20,30,40,,,,,,
Marisa14,S_STAR,25,,,,,,,,
Marisa14,D_POWER_MAX,65,,,,,,,,
Marisa14,MAHOU,1,8,16,24,33,44,55,,
Marisa14,KIAI,1,1,1,1,1,1,1,,
Marisa14,P_HIT,1,,,,,,,,
Marisa15,D_POWER,1,17,42,,,,,,
Marisa15,H_WORKER,1,,,,,,,,
Marisa15,M_THRUSTER,8,34,,,,,,,
Marisa15,M_SHIELD+,20,30,40,,,,,,
Marisa15,S_STAR,25,,,,,,,,
Marisa15,D_POWER_MAX,65,,,,,,,,
Marisa15,MAHOU,1,8,16,24,33,44,55,,
Marisa15,KIAI,1,1,1,1,1,1,1,,
Marisa15,P_HIT,1,,,,,,,,
Marisa16,D_POWER,1,17,42,,,,,,
Marisa16,H_WORKER,1,,,,,,,,
Marisa16,M_THRUSTER,8,34,,,,,,,
Marisa16,M_SHIELD+,20,30,40,,,,,,
Marisa16,S_STAR,25,,,,,,,,
Marisa16,D_POWER_MAX,65,,,,,,,,
Marisa16,MAHOU,1,8,16,24,33,44,55,,
Marisa16,KIAI,1,1,1,1,1,1,1,,
Marisa16,P_HIT,1,,,,,,,,
Marisa17,D_POWER,1,17,42,,,,,,
Marisa17,H_WORKER,1,,,,,,,,
Marisa17,M_THRUSTER,8,34,,,,,,,
Marisa17,M_SHIELD+,20,30,40,,,,,,
Marisa17,S_STAR,25,,,,,,,,
Marisa17,D_POWER_MAX,65,,,,,,,,
Marisa17,MAHOU,1,8,16,24,33,44,55,,
Marisa17,KIAI,1,1,1,1,1,1,1,,
Marisa17,P_HIT,1,,,,,,,,
Marisa18,D_POWER,1,17,42,,,,,,
Marisa18,H_WORKER,1,,,,,,,,
Marisa18,M_THRUSTER,8,34,,,,,,,
Marisa18,M_SHIELD+,20,30,40,,,,,,
Marisa18,S_STAR,25,,,,,,,,
Marisa18,D_POWER_MAX,65,,,,,,,,
Marisa18,MAHOU,1,8,16,24,33,44,55,,
Marisa18,KIAI,1,1,1,1,1,1,1,,
Marisa18,P_HIT,1,,,,,,,,
Marisa19,D_POWER,1,17,42,,,,,,
Marisa19,H_WORKER,1,,,,,,,,
Marisa19,M_THRUSTER,8,34,,,,,,,
Marisa19,M_SHIELD+,20,30,40,,,,,,
Marisa19,S_STAR,25,,,,,,,,
Marisa19,D_POWER_MAX,65,,,,,,,,
Marisa19,MAHOU,1,8,16,24,33,44,55,,
Marisa19,KIAI,1,1,1,1,1,1,1,,
Marisa19,P_HIT,1,,,,,,,,
Marisa20,D_POWER,1,17,42,,,,,,
Marisa20,H_WORKER,1,,,,,,,,
Marisa20,M_THRUSTER,8,34,,,,,,,
Marisa20,M_SHIELD+,20,30,40,,,,,,
Marisa20,S_STAR,25,,,,,,,,
Marisa20,D_POWER_MAX,65,,,,,,,,
Marisa20,MAHOU,1,8,16,24,33,44,55,,
Marisa20,KIAI,1,1,1,1,1,1,1,,
Marisa20,P_HIT,1,,,,,,,,
Marisa21,D_POWER,1,17,42,,,,,,
Marisa21,H_WORKER,1,,,,,,,,
Marisa21,M_THRUSTER,8,34,,,,,,,
Marisa21,M_SHIELD+,20,30,40,,,,,,
Marisa21,S_STAR,25,,,,,,,,
Marisa21,D_POWER_MAX,65,,,,,,,,
Marisa21,MAHOU,1,8,16,24,33,44,55,,
Marisa21,KIAI,1,1,1,1,1,1,1,,
Marisa21,P_HIT,1,,,,,,,,
Marisa22,D_POWER,1,17,42,,,,,,
Marisa22,H_WORKER,1,,,,,,,,
Marisa22,M_THRUSTER,8,34,,,,,,,
Marisa22,M_SHIELD+,20,30,40,,,,,,
Marisa22,S_STAR,25,,,,,,,,
Marisa22,D_POWER_MAX,65,,,,,,,,
Marisa22,MAHOU,1,8,16,24,33,44,55,,
Marisa22,KIAI,1,1,1,1,1,1,1,,
Marisa22,P_HIT,1,,,,,,,,
Marisa23,D_POWER,1,17,42,,,,,,
Marisa23,H_WORKER,1,,,,,,,,
Marisa23,M_THRUSTER,8,34,,,,,,,
Marisa23,M_SHIELD+,20,30,40,,,,,,
Marisa23,S_STAR,25,,,,,,,,
Marisa23,D_POWER_MAX,65,,,,,,,,
Marisa23,MAHOU,1,8,16,24,33,44,55,,
Marisa23,KIAI,1,1,1,1,1,1,1,,
Marisa23,P_HIT,1,,,,,,,,
Marisa24,D_POWER,1,17,42,,,,,,
Marisa24,H_WORKER,1,,,,,,,,
Marisa24,M_THRUSTER,8,34,,,,,,,
Marisa24,M_SHIELD+,20,30,40,,,,,,
Marisa24,S_STAR,25,,,,,,,,
Marisa24,D_POWER_MAX,65,,,,,,,,
Marisa24,MAHOU,1,8,16,24,33,44,55,,
Marisa24,KIAI,1,1,1,1,1,1,1,,
Marisa24,P_HIT,1,,,,,,,,
Marisa_en01,MAHOU,1,8,16,24,33,44,55,,
Marisa_en01,KIAI,1,1,1,1,1,1,1,,
Marisa_en01,MIKIRI,1,50,,,,,,,
Marisa_en01,P_HIT,1,,,,,,,,
Marisa_en01,P_TURN,1,,,,,,,,
Marisa_en01,NODIST,50,,,,,,,,
MarisaN_en01,MAHOU,1,1,1,1,1,1,1,,
MarisaN_en01,KIAI,1,1,1,1,1,1,1,,
MarisaN_en01,MIKIRI,1,1,,,,,,,
MarisaN_en01,P_TURN+,1,,,,,,,,
MarisaN_en01,NODIST,1,,,,,,,,
MarisaN_en01,DOUBLE,80,,,,,,,,
Medicine01,ADD_STATE_MEDICINE1,1,,,,,,,,
Medicine01,ADD_STATE_MEDICINE2,1,,,,,,,,
Medicine01,SP_COST-_MEDICINE,35,,,,,,,,
Medicine01,ADD_SPIRIT_ALL_MEDICINE,100,,,,,,,,
Medicine01,KIAI,1,1,1,1,1,,,,
Medicine01,DAM+_SUBA,1,1,,,,,,,
Medicine01,USO,1,,,,,,,,
Medicine02,ADD_STATE_MEDICINE1,1,,,,,,,,
Medicine02,ADD_STATE_MEDICINE2,1,,,,,,,,
Medicine02,SP_COST-_MEDICINE,35,,,,,,,,
Medicine02,ADD_SPIRIT_ALL_MEDICINE,65,,,,,,,,
Medicine02,KIAI,1,1,1,1,1,,,,
Medicine02,DAM+_SUBA,1,1,,,,,,,
Medicine02,USO,1,,,,,,,,
Medicine_en01,KIAI,1,1,1,1,1,1,,,
Medicine_en01,MIKIRI,1,,,,,,,,
Medicine_en01,USO,1,1,,,,,,,
Medicine_en01,P_BEAT,1,,,,,,,,
Medicine_en02,KIAI,1,1,1,1,1,1,,,
Medicine_en02,MIKIRI,1,,,,,,,,
Medicine_en02,USO,1,1,,,,,,,
Medicine_en02,P_BEAT,1,,,,,,,,
Medicine_en03,KIAI,1,1,1,1,1,1,1,,
Medicine_en03,MIKIRI,1,,,,,,,,
Medicine_en03,USO,1,1,,,,,,,
Medicine_en03,P_BEAT,1,,,,,,,,
Medicine_en03,NOSIZE,1,,,,,,,,
Medicine_en04,KIAI,1,1,1,1,1,1,1,1,
Medicine_en04,MIKIRI,1,,,,,,,,
Medicine_en04,USO,1,1,,,,,,,
Medicine_en04,P_BEAT,1,,,,,,,,
Medicine_en04,NOSIZE,1,,,,,,,,
Medicine_en04,DOUBLE,1,,,,,,,,
MedicineN_en01,KIAI,1,1,1,1,1,1,1,,
MedicineN_en01,MIKIRI,1,,,,,,,,
MedicineN_en01,USO,1,1,,,,,,,
MedicineN_en01,P_BEAT,1,,,,,,,,
MedicineN_en01,NOSIZE,1,,,,,,,,
MedicineN_en01,,,,,,,,,,
Meiling01,HAISUI,1,,,,,,,,
Meiling01,G_KEEPER,1,20,34,45,,,,,
Meiling01,KOUKIKOU,17,49,,,,,,,
Meiling01,SHINKYAKU,26,,,,,,,,
Meiling01,SHUKIHOU,34,,,,,,,,
Meiling01,SUBGUARD_MEILING,38,65,,,,,,,
Meiling01,SOKO,1,1,1,1,1,1,1,,
Meiling01,SGUARD,1,1,,,,,,,
Meiling01,P_GOTHIT,1,,,,,,,,
Meiling02,HAISUI,1,,,,,,,,
Meiling02,G_KEEPER,1,20,34,45,,,,,
Meiling02,KOUKIKOU,17,49,,,,,,,
Meiling02,SHINKYAKU,26,,,,,,,,
Meiling02,SHUKIHOU,34,,,,,,,,
Meiling02,SUBGUARD_MEILING,38,65,,,,,,,
Meiling02,SOKO,1,1,1,1,1,1,1,,
Meiling02,SGUARD,1,1,,,,,,,
Meiling02,P_GOTHIT,1,,,,,,,,
Meiling_en01,SOKO,1,1,1,1,1,1,30,,
Meiling_en01,SGUARD,1,30,,,,,,,
Meiling_en01,P_GOTHIT,1,,,,,,,,
Meiling_en01,GUARD,30,30,,,,,,,
MeilingN_en01,SOKO,1,1,1,1,1,1,1,,
MeilingN_en01,P_GOTHIT,1,,,,,,,,
MeilingN_en01,GUARD,1,1,,,,,,,
MeilingN_en01,MAXPOW++,1,,,,,,,,
MeilingN_en01,DOUBLE,82,,,,,,,,
Meko_en01,SOKO+,1,1,1,1,1,1,1,,
Meko_en01,P_ALL,1,,,,,,,,
Meko_en01,MAXPOW+,1,,,,,,,,
Meko_en01,NOSIZE,1,,,,,,,,
Meko_en01,MIKIRI,1,1,,,,,,,
Meko_en02,SOKO+,1,1,1,1,1,1,1,,
Meko_en02,P_ALL,1,,,,,,,,
Meko_en02,MAXPOW+,1,,,,,,,,
Meko_en02,NOSIZE,1,,,,,,,,
Meko_en02,MIKIRI,1,1,,,,,,,
Meko_en03,SOKO+,1,1,1,1,1,1,1,1,
Meko_en03,P_ALL,1,,,,,,,,
Meko_en03,MAXPOW+,1,,,,,,,,
Meko_en03,NOSIZE,1,,,,,,,,
Meko_en03,MIKIRI,1,1,,,,,,,
Meko_en04,SOKO+,1,1,1,1,1,1,1,1,1
Meko_en04,P_ALL,1,,,,,,,,
Meko_en04,MAXPOW+,1,,,,,,,,
Meko_en04,NOSIZE,1,,,,,,,,
Meko_en04,MIKIRI,1,1,,,,,,,
Meko_en04,DOUBLE,1,,,,,,,,
MekoB_en01,SOKO,1,1,,,,,,,
MekoD_en01,SOKO,1,1,,,,,,,
MekoM_en01,SOKO+,1,1,1,1,1,1,1,,
MekoM_en01,P_ALL,1,,,,,,,,
MekoM_en01,MAXPOW++,1,,,,,,,,
MekoM_en01,NOSIZE,1,,,,,,,,
MekoM_en01,MIKIRI,1,1,,,,,,,
MekoM_en01,SHINNEN,1,1,,,,,,,
MekoM_en02,SOKO+,1,1,1,1,1,1,1,,
MekoM_en02,P_ALL,1,,,,,,,,
MekoM_en02,MAXPOW++,1,,,,,,,,
MekoM_en02,NOSIZE,1,,,,,,,,
MekoM_en02,MIKIRI,1,1,,,,,,,
MekoM_en02,SHINNEN,1,1,,,,,,,
MekoM_en03,SOKO+,1,1,1,1,1,1,1,1,
MekoM_en03,P_ALL,1,,,,,,,,
MekoM_en03,MAXPOW++,1,,,,,,,,
MekoM_en03,NOSIZE,1,,,,,,,,
MekoM_en03,MIKIRI,1,1,,,,,,,
MekoM_en03,SHINNEN,1,1,,,,,,,
MekoM_en04,SOKO+,1,1,1,1,1,1,1,1,1
MekoM_en04,P_ALL,1,,,,,,,,
MekoM_en04,MAXPOW++,1,,,,,,,,
MekoM_en04,NOSIZE,1,,,,,,,,
MekoM_en04,MIKIRI,1,1,,,,,,,
MekoM_en04,SHINNEN,1,1,,,,,,,
MekoM_en04,DOUBLE,1,,,,,,,,
Meko01,KIAI,1,1,1,1,1,1,,,
Meko01,MIKIRI,1,,,,,,,,
Meko01,P_EVADE,1,,,,,,,,
Meko01,H_WORKER,1,,,,,,,,
Meko02,KIAI,1,1,1,1,1,1,,,
Meko02,MIKIRI,1,,,,,,,,
Meko02,P_EVADE,1,,,,,,,,
Meko02,H_WORKER,1,,,,,,,,
Meko03,KIAI,1,1,1,1,1,1,,,
Meko03,MIKIRI,1,,,,,,,,
Meko03,P_EVADE,1,,,,,,,,
Meko03,MEKO,1,10,25,35,50,65,,,
Meko03,MEKOCHAN,1,30,60,,,,,,
Meko03,MOKOMOKO,1,15,30,,,,,,
Meko03,RAMUCHAN,20,,,,,,,,
Meko03,PAIR+_MEKO,1,25,35,,,,,,
Meko04,KIAI,1,1,1,1,1,1,,,
Meko04,MIKIRI,1,,,,,,,,
Meko04,P_EVADE,1,,,,,,,,
Meko04,MEKO,1,10,25,35,50,65,,,
Meko04,MEKOCHAN,1,30,60,,,,,,
Meko04,MOKOMOKO,1,15,30,,,,,,
Meko04,RAMUCHAN,20,,,,,,,,
Meko04,PAIR+_MEKO,1,25,35,,,,,,
