UnitID,Name,Demo,種,Damage,RMin,RMax,Hit,Crt,L,P,S,弾,MP,Pow,空,陸,水,夜,支,バ,サ,Special,Shape,Partner,BGM,Effect
Onamazu01,액상화현상으로 대지도 진흙과 같구나!,liquify,0,2700,1,4,15,10,0,1,0,0,30,120,A,A,C,A,0,1,0,,,,,
Onamazu01,이것으로 속세도 끝장인 게야!,oshimai,0,3400,1,7,20,20,0,1,0,0,10,130,A,A,C,A,0,0,1,,,,,
OnamazuN_en01,액상화의 악몽,liquifyN,0,2800,1,6,30,10,0,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
OnamazuN_en02,액상화의 악몽,liquifyN,0,2800,1,6,30,10,0,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
OnamazuN_en03,액상화의 악몽,liquifyN,0,2800,1,6,30,10,0,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
OnamazuN_en04,액상화의 악몽,liquifyN,0,2800,1,6,30,10,0,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
Onryo_en01,원한,urami,0,2050,1,6,10,5,0,0,0,0,5,0,A,A,B,A,0,0,0,,,,,
Onryo_en02,원한,urami,0,2100,1,6,10,5,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
OnryoL_en01,확산메가원한,urami_mega,0,2300,1,6,30,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
OnryoL_en01,원한폭발,urami_map,0,2300,3,6,20,0,0,0,0,8,0,115,A,A,A,A,0,0,0,자기중심형,*circle,,,
OnryoL_en02,확산메가원한,urami_mega,0,2300,1,6,30,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
OnryoL_en02,원한폭발,urami_map,0,2300,3,6,20,0,0,0,0,8,0,115,A,A,A,A,0,0,0,자기중심형,*circle,,,
OnryoR_en01,원한,uramiR,0,2350,1,6,10,5,0,0,0,0,5,0,A,A,B,A,0,0,0,,,,,
OnryoR_en02,원한,uramiR,0,2350,1,6,10,5,0,0,0,0,5,0,A,A,B,A,0,0,0,,,,,
Orin_en01,수레,combat_Orin,1,2400,1,4,40,50,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Orin_en01,캣츠 워크,cats,1,2700,3,7,30,25,0,1,0,0,5,0,A,A,B,A,0,0,0,,,,,
Orin_en02,수레,combat_Orin,1,2400,1,4,40,50,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Orin_en02,캣츠 워크,cats,1,2700,3,7,30,25,0,1,0,0,5,0,A,A,B,A,0,0,0,,,,,
Orin_en02,좀비 페어리,zombie,1,2800,1,6,35,30,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Orin_en02,스플린 이터,spleen,1,3200,1,8,60,10,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Orin01,수레,combat_Orin,1,1900,1,3,40,50,0,1,1,0,5,0,A,A,A,A,1,0,0,,,,,
Orin01,캣츠 워크,cats,1,2300,1,4,20,35,0,1,0,0,10,0,A,A,B,A,0,0,0,,,,,
Orin01,좀비 페어리,zombie,1,2700,3,5,15,35,0,1,0,5,0,110,A,A,A,A,0,0,0,,,,,
Orin01,스플린 이터,spleen,1,3200,4,7,20,30,0,0,0,0,45,120,A,A,A,A,0,0,1,,,,,
Orin02,수레,combat_Orin,1,2000,1,3,40,50,0,1,1,0,5,0,A,A,A,A,1,0,0,,,,,
Orin02,캣츠 워크,cats,1,2300,1,4,20,35,0,1,0,0,10,0,A,A,B,A,0,0,0,,,,,
Orin02,좀비 페어리,zombie,1,2700,3,5,15,35,0,1,0,5,0,110,A,A,A,A,0,0,0,,,,,
Orin02,스플린 이터,spleen,1,3200,4,7,20,30,0,0,0,0,45,120,A,A,A,A,0,0,1,,,,,
OrinC_en01,캣츠 워크,cats2,1,2000,1,4,20,35,0,1,0,0,10,0,A,A,B,A,0,0,0,,,,,
OrinC01,캣츠 워크,cats2,1,2000,1,4,20,35,0,1,0,0,10,0,A,A,B,A,1,0,0,,,,,
Parsee_en01,젤러시,GEM,0,2000,1,6,10,30,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Parsee_en01,젤러시 봄버,jealousy,0,2500,1,7,40,40,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Parsee_en01,그린 아이드 몬스터,GEM_map,0,2700,1,8,20,20,0,0,0,10,0,100,A,A,B,A,0,0,0,탄막의존형,GEM_en,,,
Parsee01,젤러시,GEM,0,2000,1,4,10,30,0,1,0,0,10,0,A,A,A,A,1,0,0,,,,,
Parsee01,젤러시 봄버,jealousy,0,2600,1,4,10,20,0,1,0,0,30,110,A,A,A,A,0,0,0,,,,,
Parsee01,그린 아이드 몬스터,GEM_map,0,2300,1,3,15,20,0,0,0,2,0,120,A,A,A,A,0,0,0,특수형,GEM,,,
Parsee01,그린 아이드 몬스터,GEM_new,0,2900,4,6,10,30,0,0,0,0,35,120,A,A,B,A,0,0,1,,,,,
Parsee02,젤러시,GEM,0,2000,1,4,10,30,0,1,0,0,10,0,A,A,A,A,1,0,0,,,,,
Parsee02,젤러시 봄버,jealousy,0,2600,1,4,10,20,0,1,0,0,30,110,A,A,A,A,0,0,0,,,,,
Parsee02,그린 아이드 몬스터,GEM_map,0,2300,1,3,15,20,0,0,0,2,0,120,A,A,A,A,0,0,0,특수형,GEM,,,
Parsee02,그린 아이드 몬스터,GEM_new,0,2900,4,6,10,30,0,0,0,0,35,120,A,A,B,A,0,0,1,,,,,
Parsee02,축시의 참배,kokumairi,0,3300,1,3,5,40,0,1,0,3,0,120,A,A,A,A,0,1,1,,,,,
ParseeN_en01,젤러시,GEM,0,2300,1,6,10,30,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
ParseeN_en01,젤러시 봄버,jealousy,0,2750,1,7,40,40,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
ParseeN_en01,그린 아이드 몬스터,GEM_map,0,3000,1,7,20,20,0,0,0,10,0,0,A,A,B,A,0,0,0,특수형,GEM,,,
Patchouli_en01,이그니션,agni,0,1900,1,4,15,20,0,0,0,0,5,0,A,A,D,A,0,0,0,,,,,
Patchouli_en01,논디렉셔널 레이저,NDL,0,2000,3,6,20,5,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
Patchouli_en01,프린세스 운디네,princess,0,2300,4,7,10,15,0,0,0,10,0,100,A,B,A,A,0,0,0,,,,,
Patchouli_en01,포레스트 블레이즈,blaze,0,2550,2,6,10,20,0,0,0,0,15,100,A,A,C,A,0,0,0,,,,,
Patchouli_en02,이그니션,agni,0,1900,1,4,15,20,0,0,0,0,5,0,A,A,D,A,0,0,0,,,,,
Patchouli_en02,논디렉셔널 레이저,NDL,0,2000,3,6,20,5,1,0,0,0,10,100,A,A,C,A,0,0,0,,,,,
Patchouli_en02,프린세스 운디네,princess,0,2300,4,7,10,15,0,0,0,10,0,100,A,B,A,A,0,0,0,,,,,
Patchouli_en02,포레스트 블레이즈,blaze,0,2550,2,6,10,20,0,0,0,0,15,100,A,A,C,A,0,0,0,,,,,
Patchouli_en03,이그니션,agni,0,1900,1,4,15,20,0,0,0,0,5,0,A,A,D,A,0,0,0,,,,,
Patchouli_en03,사일런트 세레나,selena_en,0,2800,1,8,20,30,1,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Patchouli_en03,로얄 플레어,rflare,0,2500,2,5,10,15,0,0,0,10,0,100,A,A,C,A,0,0,0,탄막의존형,*rflare,,,
Patchouli_en04,이그니션,agni,0,1900,1,4,15,20,0,0,0,0,5,0,A,A,D,A,0,0,0,,,,,
Patchouli_en04,사일런트 세레나,selena_en,0,2800,1,8,20,30,1,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Patchouli_en04,로얄 플레어,rflare,0,2500,1,5,10,15,0,0,0,10,0,100,A,A,C,A,0,0,0,탄막의존형,*rflare,,,
Patchouli_en05,이그니션,agni,0,1900,1,4,15,20,0,0,0,0,5,0,A,A,D,A,0,0,0,,,,,
Patchouli_en05,사일런트 세레나,selena_en,0,2800,1,8,20,30,1,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Patchouli_en05,로얄 플레어,rflare,0,2500,0,5,10,15,0,0,0,10,0,100,A,A,C,A,0,0,0,착탄형,*bazooka,,,
Patchouli_en06,이그니션,agni,0,2150,1,5,15,20,0,0,0,0,5,0,A,A,D,A,0,0,0,,,,,
Patchouli_en06,논디렉셔널 레이저,NDL,0,2400,3,6,25,5,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Patchouli_en06,프린세스 운디네,princess,0,2650,4,7,10,15,0,0,0,40,0,110,A,B,A,A,0,0,0,,,,,
Patchouli_en06,포레스트 블레이즈,blaze,0,2800,2,6,20,20,0,0,0,0,15,120,A,A,C,A,0,0,0,,,,,
Patchouli_en06,사일런트 세레나,selena_en,0,3500,6,9,20,15,1,0,0,0,25,130,A,A,A,A,0,0,0,,,|Koakuma_en|,,
Patchouli_en07,이그니션,agni,0,2150,1,5,15,20,0,0,0,0,5,0,A,A,D,A,0,0,0,,,,,
Patchouli_en07,논디렉셔널 레이저,NDL,0,2400,3,6,25,5,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Patchouli_en07,프린세스 운디네,princess,0,2650,4,7,10,15,0,0,0,40,0,110,A,B,A,A,0,0,0,,,,,
Patchouli_en07,포레스트 블레이즈,blaze,0,2800,2,6,20,20,0,0,0,0,15,120,A,A,C,A,0,0,0,,,,,
Patchouli_en07,사일런트 세레나,selena_en,0,3500,6,9,20,15,1,0,0,0,25,130,A,A,A,A,0,0,0,,,|Koakuma_en|,,
Patchouli01,책,book,1,1200,1,1,30,35,0,1,0,0,0,0,A,B,D,A,0,1,0,,,,,
Patchouli01,이그니션,agni,0,1950,2,5,15,20,0,0,0,0,5,0,A,A,D,A,1,0,0,,,,,
Patchouli01,논디렉셔널 레이저,NDL,0,2200,3,6,25,5,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Patchouli01,프린세스 운디네,princess,0,2500,5,7,10,15,0,0,0,7,0,110,A,B,A,A,0,0,0,,,,,
Patchouli01,포레스트 블레이즈,blaze,0,2800,2,6,20,20,0,0,0,0,35,120,A,A,C,A,0,0,0,,,,,
Patchouli01,사일런트 세레나,selena,0,3700,5,9,20,15,1,0,0,0,70,130,A,A,A,A,0,0,1,,,|Koakuma|,,
Patchouli02,책,book,1,1200,1,1,30,35,0,1,0,0,0,0,A,B,D,A,0,1,0,,,,,
Patchouli02,이그니션,agni,0,1950,2,5,15,20,0,0,0,0,5,0,A,A,D,A,1,0,0,,,,,
Patchouli02,논디렉셔널 레이저,NDL,0,2200,3,6,25,5,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Patchouli02,프린세스 운디네,princess,0,2500,5,7,10,15,0,0,0,7,0,110,A,B,A,A,0,0,0,,,,,
Patchouli02,포레스트 블레이즈,blaze,0,2800,2,6,20,20,0,0,0,0,35,120,A,A,C,A,0,0,0,,,,,
Patchouli02,사일런트 세레나,selena,0,3700,5,9,20,15,1,0,0,0,70,130,A,A,A,A,0,0,1,,,|Koakuma|,,
Patchouli02,로얄 플레어,rflare,0,2200,1,6,0,10,0,1,0,1,0,130,A,A,C,A,0,1,1,착탄형,bazooka,,,
Patchouli03,책,book,1,1200,1,1,30,35,0,1,0,0,0,0,A,B,D,A,0,1,0,,,,,
Patchouli03,이그니션,agni,0,1950,2,5,15,20,0,0,0,0,5,0,A,A,D,A,1,0,0,,,,,
Patchouli03,논디렉셔널 레이저,NDL,0,2200,3,6,25,5,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Patchouli03,프린세스 운디네,princess,0,2500,5,7,10,15,0,0,0,7,0,110,A,B,A,A,0,0,0,,,,,
Patchouli03,포레스트 블레이즈,blaze,0,2800,2,6,20,20,0,0,0,0,35,120,A,A,C,A,0,0,0,,,,,
Patchouli03,사일런트 세레나,selena,0,3700,5,9,20,15,1,0,0,0,70,130,A,A,A,A,0,0,1,,,|Koakuma|,,
Patchouli03,로얄 플레어,rflare,0,2200,1,6,0,10,0,1,0,1,0,130,A,A,C,A,0,1,1,착탄형,bazooka,,,
Patchouli03,현자의 돌,kenja,0,3900,4,9,25,30,0,0,0,2,0,140,A,A,A,A,0,0,1,,,,,
Patchouli04,책,book,1,1200,1,1,30,35,0,1,0,0,0,0,A,B,D,A,0,1,0,,,,,
Patchouli04,이그니션,agni,0,1950,2,5,15,20,0,0,0,0,5,0,A,A,D,A,1,0,0,,,,,
Patchouli04,논디렉셔널 레이저,NDL,0,2200,3,6,25,5,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Patchouli04,프린세스 운디네,princess,0,2500,5,7,10,15,0,0,0,7,0,110,A,B,A,A,0,0,0,,,,,
Patchouli04,포레스트 블레이즈,blaze,0,2800,2,6,20,20,0,0,0,0,35,120,A,A,C,A,0,0,0,,,,,
Patchouli04,사일런트 세레나,selena,0,3700,5,9,20,15,1,0,0,0,70,130,A,A,A,A,0,0,1,,,|Koakuma|,,
Patchouli04,로얄 플레어,rflare,0,2200,1,6,0,10,0,1,0,2,0,130,A,A,C,A,0,1,1,착탄형,bazooka,,,
Patchouli04,현자의 돌,kenja,0,3900,4,9,25,30,0,0,0,2,0,140,A,A,A,A,0,0,1,,,,,
Prism_en01,팬텀 디닝,phantom,0,2300,1,6,20,25,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism_en01,프리즘 콘체르토,concerto,0,2700,2,4,15,15,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Prism_en01,영차 콘체르토 그로소,grosso,0,3550,3,6,20,20,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Prism_en02,팬텀 디닝,phantom,0,2300,1,6,20,25,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism_en02,프리즘 콘체르토,concerto,0,2700,2,4,15,15,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Prism_en02,영차 콘체르토 그로소,grosso,0,3550,3,6,20,20,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Prism_en03,팬텀 디닝,phantom,0,2300,1,6,20,25,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism_en03,프리즘 콘체르토,concerto,0,2700,2,4,15,15,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Prism_en03,영차 콘체르토 그로소,grosso,0,3550,3,6,20,20,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Prism_en04,팬텀 디닝,phantom,0,2400,1,6,20,25,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism_en04,프리즘 콘체르토,concerto,0,2700,2,4,15,15,0,1,0,0,15,110,A,A,A,A,0,0,0,,,,,
Prism_en04,영차 콘체르토 그로소,grosso,0,3550,3,6,20,20,0,0,0,0,25,130,A,A,A,A,0,0,0,,,,,
Prism_en04,프리즘 체인지 어택,combat_Prism,1,2350,1,3,30,35,0,1,0,0,0,0,A,A,A,A,0,0,0,,,,,
Prism_en05,팬텀 디닝,phantom,0,2400,1,6,20,25,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism_en05,프리즘 콘체르토,concerto,0,2700,2,4,15,15,0,1,0,0,15,110,A,A,A,A,0,0,0,,,,,
Prism_en05,영차 콘체르토 그로소,grosso,0,3550,3,6,20,20,0,0,0,0,25,130,A,A,A,A,0,0,0,,,,,
Prism_en05,프리즘 체인지 어택,combat_Prism,1,2350,1,3,30,35,0,1,0,0,0,0,A,A,A,A,0,0,0,,,,,
Prism01,팬텀 디닝,phantom,0,2500,1,6,20,25,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism01,프리즘 콘체르토,concerto,0,2900,2,5,15,15,0,1,0,0,30,110,A,A,A,A,0,0,1,,,,,
Prism01,영차 콘체르토 그로소,grosso,0,3800,3,7,20,25,0,0,0,0,70,130,A,A,A,A,0,0,1,,,,,
Prism01,프리즘 체인지 어택,combat_Prism,1,2500,1,3,30,35,0,1,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism01,영차 콘체르토 그로소 회,grossoR,0,4400,2,4,25,20,0,1,0,0,100,140,A,A,A,A,0,1,1,,,,bgm_pp_prism02,
Prism02,팬텀 디닝,phantom,0,2500,1,6,20,25,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism02,프리즘 콘체르토,concerto,0,2900,2,5,15,15,0,1,0,0,30,110,A,A,A,A,0,0,1,,,,,
Prism02,영차 콘체르토 그로소,grosso,0,3800,3,7,20,25,0,0,0,0,70,130,A,A,A,A,0,0,1,,,,,
Prism02,프리즘 체인지 어택,combat_Prism,1,2500,1,3,30,35,0,1,0,0,10,0,A,A,A,A,0,0,0,,,,,
Prism02,영차 콘체르토 그로소 회,grossoR,0,4400,2,4,25,20,0,1,0,0,100,140,A,A,A,A,0,1,1,,,,bgm_pp_prism02,
Ran_en01,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en01,호리요괴 레이저,kori,0,2450,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en02,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en02,호리요괴 레이저,kori,0,2450,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en02,얼티메이트 부디스트,buddhist,0,2600,1,4,15,20,1,1,0,5,0,100,A,A,C,A,0,0,0,자기중심형,*circle,,,
Ran_en02,곳쿠리씨의 계약,kokkuri,1,3200,1,3,25,30,0,1,0,0,15,100,A,S,A,A,0,0,0,,,,,
Ran_en03,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en03,호리요괴 레이저,kori,0,2450,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en03,얼티메이트 부디스트,buddhist,0,2600,1,4,15,20,1,1,0,5,0,100,A,A,C,A,0,0,0,자기중심형,*circle,,,
Ran_en03,곳쿠리씨의 계약,kokkuri,1,3200,1,3,25,30,0,1,0,0,15,100,A,S,A,A,0,0,0,,,,,
Ran_en04,비상하는 엔도 오즈누,odunu,1,2350,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en04,호리요괴 레이저,kori,0,2500,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en04,얼티메이트 부디스트,buddhist,0,2600,1,4,15,20,1,1,0,5,0,100,A,A,C,A,0,0,0,자기중심형,*circle,,,
Ran_en04,곳쿠리씨의 계약,kokkuri,1,3250,1,3,25,30,0,1,0,0,15,100,A,S,A,A,0,0,0,,,,,
Ran_en05,비상하는 엔도 오즈누,odunu,1,2350,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en05,호리요괴 레이저,kori,0,2500,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en05,얼티메이트 부디스트,buddhist,0,2650,1,4,15,20,1,1,0,5,0,100,A,A,C,A,0,0,0,자기중심형,*circle,,,
Ran_en05,곳쿠리씨의 계약,kokkuri,1,3250,1,3,25,30,0,1,0,0,15,100,A,S,A,A,0,0,0,,,,,
Ran_en06,비상하는 엔도 오즈누,odunu,1,2350,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en06,호리요괴 레이저,kori,0,2500,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en06,얼티메이트 부디스트,buddhist,0,2600,1,4,15,20,1,1,0,5,0,110,A,A,C,A,0,0,0,자기중심형,*circle,,,
Ran_en06,곳쿠리씨의 계약,kokkuri,1,3250,1,3,25,30,0,1,0,0,15,100,A,S,A,A,0,0,0,,,,,
Ran_en07,비상하는 엔도 오즈누,odunu,1,2350,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en07,호리요괴 레이저,kori,0,2500,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en07,얼티메이트 부디스트,buddhist,0,2650,1,4,15,20,1,1,0,5,0,110,A,A,C,A,0,0,0,자기중심형,*circle,,,
Ran_en07,곳쿠리씨의 계약,kokkuri,1,3250,1,3,25,30,0,1,0,0,15,100,A,S,A,A,0,0,0,,,,,
Ran_en08,비상하는 엔도 오즈누,odunu,1,2350,1,4,20,35,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
Ran_en08,호리요괴 레이저,kori,0,2500,3,6,15,10,1,0,0,0,5,0,A,A,C,A,0,0,0,,,,,
Ran_en08,얼티메이트 부디스트,buddhist,0,2650,1,4,15,20,1,1,0,5,0,110,A,A,C,A,0,0,0,자기중심형,*circle,,,
Ran01,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,30,0,1,0,0,15,0,A,A,A,A,1,0,0,,,,,
Ran01,호리요괴 레이저,kori,0,2400,3,6,15,10,1,0,0,0,20,105,A,A,C,A,0,0,0,,,,,
Ran01,얼티메이트 부디스트,buddhist,0,2600,1,6,15,20,1,0,0,1,0,130,A,A,C,A,0,0,1,특수형,manji,,,
Ran01,곳쿠리씨의 계약,kokkuri,1,3400,1,3,20,30,0,1,0,0,70,130,A,A,A,A,0,0,1,,,,,
Ran01,식신「첸」,RanChen,1,3200,1,3,25,30,0,1,0,5,0,120,A,S,A,A,0,1,1,,,|Chen|,,
RanN_en01,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,30,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
RanN_en01,호리요괴 레이저,kori,0,2400,3,6,15,10,1,0,0,0,10,0,A,A,C,A,0,0,0,,,,,
RanN_en01,얼티메이트 부디스트,buddhist,0,2500,1,4,10,0,1,1,0,0,10,120,A,A,C,A,0,0,0,자기중심형,*circle,,,
RanN_en02,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,30,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
RanN_en02,호리요괴 레이저,kori,0,2400,3,6,15,10,1,0,0,0,10,0,A,A,C,A,0,0,0,,,,,
RanN_en02,얼티메이트 부디스트,buddhist,0,2500,1,4,10,0,1,1,0,0,10,120,A,A,C,A,0,0,0,자기중심형,*circle,,,
RanN_en03,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,30,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
RanN_en03,호리요괴 레이저,kori,0,2400,3,6,15,10,1,0,0,0,10,0,A,A,C,A,0,0,0,,,,,
RanN_en03,얼티메이트 부디스트,buddhist,0,2500,1,4,10,0,1,1,0,0,10,120,A,A,C,A,0,0,0,자기중심형,*circle,,,
RanN_en04,비상하는 엔도 오즈누,odunu,1,2300,1,4,20,30,0,1,0,0,5,0,A,S,A,A,0,0,0,,,,,
RanN_en04,호리요괴 레이저,kori,0,2900,3,6,15,10,1,0,0,0,10,0,A,A,C,A,0,0,0,,,,,
RanN_en04,얼티메이트 부디스트,buddhist,0,3000,1,4,10,0,1,1,0,0,10,0,A,A,C,A,0,0,0,자기중심형,*circle,,,
Reimu01,승천각,shotenkyaku,1,1650,1,2,20,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Reimu01,호밍 애뮬릿,homing_amulet,0,1800,1,6,35,-20,0,0,1,10,0,0,A,A,B,A,0,0,0,,,,,
Reimu01,퍼스웨이전 니들,pursuasion_needle,0,1900,1,5,10,10,0,1,1,15,0,0,A,A,B,A,1,0,0,,,,,
Reimu01,음양옥,onmyodama,0,2250,3,5,20,15,0,0,1,4,0,105,A,A,B,A,0,0,0,,,,,
Reimu01,봉마진,fumajin,1,2600,1,1,15,35,0,1,0,3,0,110,A,A,B,A,0,0,0,,,,,
Reimu01,몽상봉인,musoufuin,0,2900,1,3,45,10,0,1,0,0,55,120,A,A,A,A,0,0,1,,,,bgm_weapon_Reimu_Musou,
Reimu02,승천각,shotenkyaku,1,1650,1,2,20,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Reimu02,호밍 애뮬릿,homing_amulet,0,1800,1,6,35,-20,0,0,1,10,0,0,A,A,B,A,0,0,0,,,,,
Reimu02,퍼스웨이전 니들,pursuasion_needle,0,1900,1,5,10,10,0,1,1,15,0,0,A,A,B,A,1,0,0,,,,,
Reimu02,음양옥,onmyodama,0,2250,3,5,20,15,0,0,1,4,0,105,A,A,B,A,0,0,0,,,,,
Reimu02,봉마진,fumajin,1,2600,1,1,15,35,0,1,0,3,0,110,A,A,B,A,0,0,0,,,,,
Reimu02,몽상봉인,musoufuin,0,2900,1,3,45,10,0,1,0,0,55,120,A,A,A,A,0,0,1,,,,bgm_weapon_Reimu_Musou,
Reimu02,삼색연화접,miiru,0,3500,1,1,20,20,0,1,0,2,0,135,A,A,A,A,0,1,1,,,|Marisa|,bgm_weapon_Reimu_Miiru,
Reimu03,승천각,shotenkyaku,1,1650,1,2,20,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Reimu03,호밍 애뮬릿,homing_amulet,0,1800,1,6,35,-20,0,0,1,10,0,0,A,A,B,A,0,0,0,,,,,
Reimu03,퍼스웨이전 니들,pursuasion_needle,0,1900,1,5,10,10,0,1,1,15,0,0,A,A,B,A,1,0,0,,,,,
Reimu03,음양옥,onmyodama,0,2250,3,5,20,15,0,0,1,4,0,105,A,A,B,A,0,0,0,,,,,
Reimu03,봉마진,fumajin,1,2600,1,1,15,35,0,1,0,3,0,110,A,A,B,A,0,0,0,,,,,
Reimu03,몽상봉인,musoufuin,0,2900,1,3,45,10,0,1,0,0,55,120,A,A,A,A,0,0,1,,,,bgm_weapon_Reimu_Musou,
Reimu03,삼색연화접,miiru,0,3500,1,1,20,20,0,1,0,2,0,135,A,A,A,A,0,1,1,,,|Marisa|,bgm_weapon_Reimu_Miiru,
Reimu04,승천각,shotenkyaku,1,1650,1,2,20,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Reimu04,호밍 애뮬릿,homing_amulet,0,1800,1,6,35,-20,0,0,1,10,0,0,A,A,B,A,0,0,0,,,,,
Reimu04,퍼스웨이전 니들,pursuasion_needle,0,1900,1,5,10,10,0,1,1,15,0,0,A,A,B,A,1,0,0,,,,,
Reimu04,음양옥,onmyodama,0,2250,3,5,20,15,0,0,1,4,0,105,A,A,B,A,0,0,0,,,,,
Reimu04,봉마진,fumajin,1,2600,1,1,15,35,0,1,0,3,0,110,A,A,B,A,0,0,0,,,,,
Reimu04,몽상봉인,musoufuin,0,2900,1,3,45,10,0,1,0,0,55,120,A,A,A,A,0,0,1,,,,bgm_weapon_Reimu_Musou,
Reimu04,삼색연화접,miiru,0,3500,1,1,20,20,0,1,0,2,0,135,A,A,A,A,0,1,1,,,|Marisa|,bgm_weapon_Reimu_Miiru,
Reimu04,팔방귀박진,kibaku_map,0,2500,1,4,15,35,0,1,0,2,0,110,A,A,A,A,0,0,0,사각형형,*square,,,
ReimuM01,몽상천생,MT,0,3800,1,6,45,10,0,0,0,0,85,150,A,A,A,A,0,1,1,「몽상천생」발동 중에만 사용가능,,,bgm_weapon_ReimuR_MT,COND/MT/1
ReimuR_en01,아공혈,aku,1,2050,1,2,20,35,0,1,0,0,0,0,A,A,B,A,0,0,0,,,,,
ReimuR_en01,하쿠레이 애뮬릿,hakurei_amulet,0,2300,1,6,40,-25,0,0,1,40,0,0,A,A,B,A,0,0,0,,,,,
ReimuR_en01,봉마침,hari,0,2400,1,5,15,15,0,1,0,30,0,0,A,A,B,A,0,0,0,,,,,
ReimuR_en01,음양귀신옥,kishin,0,2600,3,5,20,15,0,0,0,25,0,100,A,A,B,A,0,0,1,,,,,
