BulID,SpellID,Rmin,Rmax,Shape,HP,Turns,Points,EXP,PP,Anime,Update,マップ,Slots,EF0,DEF0,PRY0,MOV0,EF1,DEF1,PRY1,MOV1,EF2,DEF2,PRY2,MOV2,EF3,DEF3,PRY3,MOV3,EF4,DEF4,PRY4,MOV4,EF5,DEF5,PRY5,MOV5,EF6,DEF6,PRY6,MOV6
Kurumi_en03,,3,5,circle,0,0,8000,180,10,spiral,0,0,1,,5,30,0.85,,,,,,,,,,,,,,,,,,,,,,,,
Kurumi_en04,,3,5,circle,0,0,8000,180,10,spiral,0,0,1,,5,30,0.85,,,,,,,,,,,,,,,,,,,,,,,,
Layla_en01,,0,7,circle,0,0,6500,200,10,,0,0,1,,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Letty_en01,,1,7,circle,0,0,6000,180,10,,0,0,1,,5,35,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Letty_en01,WITHERAWAY,1,6,circle,20000,3,10000,200,15,cold,0,0,1,MOTION-_LETTY,20,20,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Letty_en02,,1,7,circle,0,0,6000,180,10,,0,0,1,MOTION-_LETTY,5,35,0.3,,,,,,,,,,,,,,,,,,,,,,,,
LilyW_en01,,0,5,circle,0,0,5000,160,10,spiral,0,0,1,HP+_LILYW,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,
LilyW_en02,,0,5,circle,0,0,5000,160,10,spiral,0,0,1,HP+_LILYW,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,
Luna_en01,,0,4,circle,0,5,3000,120,10,,0,0,1,HIT+_LUNA,20,12,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Luna_en02,,0,4,circle,0,0,3000,120,10,,0,0,1,HIT+_LUNA,20,12,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Luna_en03,,0,6,circle,0,0,3000,180,10,,0,0,1,HIT+_LUNA2,20,12,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Luna_en04,,0,6,circle,0,0,3000,180,10,,0,0,1,HIT+_LUNA,20,12,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Lunasa02,,0,0,circle,0,0,0,0,0,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Lunasa02,GROKAI,0,0,,0,-1,0,0,0,grossoR,0,0,1,GROSSOR,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Lunasa_en01,,2,5,circle,0,0,7000,200,10,,0,0,1,POW-_LUNASA,20,15,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Lyrica_en01,,0,7,circle,0,0,6500,200,10,,0,0,1,HIT+_LYRICA,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Maid_en01,,3,6,circle,0,0,2000,100,10,spiral,0,0,1,,15,15,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Makura_en01,,1,10,circle,0,5,30000,100,20,spiral,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Makura_en01,STRAY,0,0,,35000,5,50000,250,20,stray,0,0,7,STRAY,40,40,1,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5
Makura_en01,KENGEN,0,0,,34000,5,50000,250,20,kengen,0,0,2,ADD_SPIRIT_TURN_MAKURAS_A,70,70,0.5,ADD_SPIRIT_TURN_MAKURAS_B,70,70,0.5,,,,,,,,,,,,,,,,,,,,
Makura_en01,NIGHTMARE,0,0,,45000,3,50000,250,20,nightmare,0,0,2,INVERSION,70,70,0.5,DEF+_MAKURA,70,70,0.5,,,,,,,,,,,,,,,,,,,,
Makura_en01,CATCHER,0,0,,9999,5,50000,250,20,catcher,0,1,3,DEF+_GUARD_MAKURA,50,50,1,,0,100,1,DEFENSIVE_MAKURA,50,50,1,,,,,,,,,,,,,,,,
Makura_en01,BAKU,0,0,,38000,3,50000,250,20,baku,0,0,2,ALLATTACK+_MAKURA,60,60,1,FIXRATE_MAKURA,60,60,1,,,,,,,,,,,,,,,,,,,,
Makura_en01,SWEETDREAM,0,0,,40000,5,50000,250,20,sweetdream,0,0,3,ADD_SPECIAL_MAKURA,70,70,1.5,MPDAMAGE_MAKURA,30,30,0,NOENTER,0,0,10,,,,,,,,,,,,,,,,
Makura_en01,ALLDREAM,0,0,,140000,3,50000,250,20,,0,1,1,ADD_SPECIAL_MAKURA,70,70,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Makura_en02,,1,10,circle,0,5,30000,100,20,spiral,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Makura_en02,STRAY,0,0,,35000,5,50000,250,20,stray,0,0,7,STRAY,40,40,1,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5
Makura_en02,KENGEN,0,0,,34000,5,50000,250,20,kengen,0,0,2,ADD_SPIRIT_TURN_MAKURAS_A,70,70,0.5,ADD_SPIRIT_TURN_MAKURAS_B,70,70,0.5,,,,,,,,,,,,,,,,,,,,
Makura_en02,NIGHTMARE,0,0,,45000,3,50000,250,20,nightmare,0,0,2,INVERSION,70,70,0.5,DEF+_MAKURA,70,70,0.5,,,,,,,,,,,,,,,,,,,,
Makura_en02,CATCHER,0,0,,9999,5,50000,250,20,catcher,0,1,3,DEF+_GUARD_MAKURA,50,50,1,,0,100,1,DEFENSIVE_MAKURA,50,50,1,,,,,,,,,,,,,,,,
Makura_en02,BAKU,0,0,,38000,3,50000,250,20,baku,0,0,2,ALLATTACK+_MAKURA,60,60,1,FIXRATE_MAKURA,60,60,1,,,,,,,,,,,,,,,,,,,,
Makura_en02,SWEETDREAM,0,0,,40000,5,50000,250,20,sweetdream,0,0,3,ADD_SPECIAL_MAKURA,70,70,1.5,MPDAMAGE_MAKURA,30,30,0,NOENTER,0,0,10,,,,,,,,,,,,,,,,
Makura_en02,ALLDREAM,0,0,,140000,3,50000,250,20,,0,1,1,ADD_SPECIAL_MAKURA,70,70,0.5,,,,,,,,,,,,,,,,,,,,,,,,
MakuraF01,,1,10,circle,0,5,30000,100,20,,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
MakuraF01,DREAMER,0,0,,0,-1,0,0,0,dreamer,0,0,1,DREAMER,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MakuraF_en01,,1,10,circle,0,5,30000,100,20,spiral,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
MakuraF_en01,STRAY,0,0,,35000,5,50000,250,20,stray,0,0,7,STRAY,40,40,1,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5
MakuraF_en01,KENGEN,0,0,,34000,5,50000,250,20,kengen,0,0,2,ADD_SPIRIT_TURN_MAKURAS_A,70,70,0.5,ADD_SPIRIT_TURN_MAKURAS_B,70,70,0.5,,,,,,,,,,,,,,,,,,,,
MakuraF_en01,NIGHTMARE,0,0,,45000,3,50000,250,20,nightmare,0,0,2,INVERSION,70,70,0.5,DEF+_MAKURA,70,70,0.5,,,,,,,,,,,,,,,,,,,,
MakuraF_en01,CATCHER,0,0,,9999,5,50000,250,20,catcher,0,1,3,DEF+_GUARD_MAKURA,50,50,1,,0,100,1,DEFENSIVE_MAKURA,50,50,1,,,,,,,,,,,,,,,,
MakuraF_en01,BAKU,0,0,,38000,3,50000,250,20,baku,0,0,2,ALLATTACK+_MAKURA,60,60,1,FIXRATE_MAKURA,60,60,1,,,,,,,,,,,,,,,,,,,,
MakuraF_en01,SWEETDREAM,0,0,,40000,5,50000,250,20,sweetdream,0,0,3,ADD_SPECIAL_MAKURA,70,70,1.5,MPDAMAGE_MAKURA,30,30,0,NOENTER,0,0,10,,,,,,,,,,,,,,,,
MakuraF_en01,ALLDREAM,0,0,,300000,5,200000,250,20,alldream,0,1,2,ALLDREAM,100,100,1,RANGE-_BOMB2,20,20,0.2,,,,,,,,,,,,,,,,,,,,
MakuraF_en01,STRAYDREAMER,0,0,,300000,9,1000000,0,100,straydreamer,1,0,2,STRAYDREAMER,70,70,0.5,RANGE-_BOMB3,20,20,0.2,,,,,,,,,,,,,,,,,,,,
MakuraF_en02,,1,10,circle,0,5,30000,100,20,spiral,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
MakuraF_en02,STRAY,0,0,,35000,5,50000,250,20,stray,0,0,7,STRAY,40,40,1,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5
MakuraF_en02,KENGEN,0,0,,34000,5,50000,250,20,kengen,0,0,2,ADD_SPIRIT_TURN_MAKURAS_A,70,70,0.5,ADD_SPIRIT_TURN_MAKURAS_B,70,70,0.5,,,,,,,,,,,,,,,,,,,,
MakuraF_en02,NIGHTMARE,0,0,,45000,3,50000,250,20,nightmare,0,0,2,INVERSION,70,70,0.5,DEF+_MAKURA,70,70,0.5,,,,,,,,,,,,,,,,,,,,
MakuraF_en02,CATCHER,0,0,,9999,5,50000,250,20,catcher,0,1,3,DEF+_GUARD_MAKURA,50,50,1,,0,100,1,DEFENSIVE_MAKURA,50,50,1,,,,,,,,,,,,,,,,
MakuraF_en02,BAKU,0,0,,38000,3,50000,250,20,baku,0,0,2,ALLATTACK+_MAKURA,60,60,1,FIXRATE_MAKURA,60,60,1,,,,,,,,,,,,,,,,,,,,
MakuraF_en02,SWEETDREAM,0,0,,40000,5,50000,250,20,sweetdream,0,0,3,ADD_SPECIAL_MAKURA,70,70,1.5,MPDAMAGE_MAKURA,30,30,0,NOENTER,0,0,10,,,,,,,,,,,,,,,,
MakuraF_en02,ALLDREAM,0,0,,300000,5,200000,250,20,alldream,0,0,2,ALLDREAM,100,100,1,RANGE-_BOMB2,20,20,0.2,,,,,,,,,,,,,,,,,,,,
MakuraF_en02,STRAYDREAMER,0,0,,300000,9,1000000,0,100,straydreamer,1,1,2,STRAYDREAMER,70,70,0.5,RANGE-_BOMB3,20,20,0.2,,,,,,,,,,,,,,,,,,,,
MakuraS_en01,,0,10,circle,0,0,40000,200,20,spiral,0,0,1,,10,10,0.3,,,,,,,,,,,,,,,,,,,,,,,,
MakuraS_en01,STRAY,0,0,,35000,5,50000,250,20,stray,0,0,7,STRAY,40,40,1,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5
MakuraS_en01,KENGEN,0,0,,34000,5,50000,250,20,kengen,0,0,2,ADD_SPIRIT_TURN_MAKURAS_A,70,70,0.5,ADD_SPIRIT_TURN_MAKURAS_B,70,70,0.5,,,,,,,,,,,,,,,,,,,,
MakuraS_en01,NIGHTMARE,0,0,,65535,3,50000,250,20,nightmare,0,0,1,,70,70,0.5,,,,,,,,,,,,,,,,,,,,,,,,
MakuraS_en01,CATCHER,0,0,,9999,5,50000,250,20,catcher,0,1,3,DEF+_GUARD_MAKURA,50,50,1,,0,100,1,DEFENSIVE_MAKURA,50,50,1,,,,,,,,,,,,,,,,
MakuraS_en01,BAKU,0,0,,38000,3,50000,250,20,baku,0,0,2,ALLATTACK+_MAKURA,60,60,1,FIXRATE_MAKURA,60,60,1,,,,,,,,,,,,,,,,,,,,
MakuraS_en01,SWEETDREAM,0,0,,40000,5,50000,250,20,sweetdream,0,0,3,ADD_SPECIAL_MAKURA,70,70,1.5,MPDAMAGE_MAKURA,30,30,0,NOENTER,0,0,10,,,,,,,,,,,,,,,,
MakuraS_en01,ALLDREAM,0,0,,300000,5,200000,250,20,alldream,0,1,2,ALLDREAM,100,100,1,RANGE-_BOMB2,20,20,0.2,,,,,,,,,,,,,,,,,,,,
MakuraS_en02,,0,10,circle,0,0,40000,200,20,spiral,0,0,1,,10,10,0.3,,,,,,,,,,,,,,,,,,,,,,,,
MakuraS_en02,STRAY,0,0,,35000,5,50000,250,20,stray,0,0,7,STRAY,40,40,1,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5,STRAY,40,40,0.5
MakuraS_en02,KENGEN,0,0,,34000,5,50000,250,20,kengen,0,0,2,ADD_SPIRIT_TURN_MAKURAS_A,70,70,0.5,ADD_SPIRIT_TURN_MAKURAS_B,70,70,0.5,,,,,,,,,,,,,,,,,,,,
MakuraS_en02,NIGHTMARE,0,0,,65535,3,50000,250,20,nightmare,0,0,1,,70,70,0.5,,,,,,,,,,,,,,,,,,,,,,,,
MakuraS_en02,CATCHER,0,0,,9999,5,50000,250,20,catcher,0,1,3,DEF+_GUARD_MAKURA,50,50,1,,0,100,1,DEFENSIVE_MAKURA,50,50,1,,,,,,,,,,,,,,,,
MakuraS_en02,BAKU,0,0,,38000,3,50000,250,20,baku,0,0,2,ALLATTACK+_MAKURA,60,60,1,FIXRATE_MAKURA,60,60,1,,,,,,,,,,,,,,,,,,,,
MakuraS_en02,SWEETDREAM,0,0,,40000,5,50000,250,20,sweetdream,0,0,3,ADD_SPECIAL_MAKURA,70,70,1.5,MPDAMAGE_MAKURA,30,30,0,NOENTER,0,0,10,,,,,,,,,,,,,,,,
MakuraS_en02,ALLDREAM,0,0,,300000,5,200000,250,20,alldream,0,1,2,ALLDREAM,100,100,1,RANGE-_BOMB2,20,20,0.2,,,,,,,,,,,,,,,,,,,,
Shitone_en01,,1,10,circle,0,5,100000,250,20,spiral,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Shitone_en02,,1,7,circle,0,5,70000,250,20,spiral,0,0,1,DAM+_SHITONE,25,25,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Shitone_en02,SHITONE01,0,5,,50000,5,70000,250,20,Shitone01,0,0,1,CONSUME+_MP_SHITONE,20,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Shitone_en02,SHITONE02,0,5,,55000,5,70000,250,20,Shitone02,0,0,1,FIXVAL_SHITONE,0,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Shitone_en02,SHITONE03,0,5,,60000,5,70000,250,20,Shitone03,0,0,1,NOCURE_SUP_SHITONE,40,40,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Shitone_en02,SHITONE04,0,5,,70000,5,70000,250,20,Shitone04,0,0,1,DAM+_GRAZE_SHITONE,50,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
Shitone_en02,SHITONE05,0,5,,180000,5,100000,250,20,Shitone05,0,1,2,HP+_SHITONE,20,40,1,RANGE-_BOMB,0,0,0,,,,,,,,,,,,,,,,,,,,
Shitone_en02,SHITONE06,0,5,,600000,5,2000000,0,200,Shitone06,0,0,2,SOKO_SHITONE,90,90,0.8,RANGE-_BOMB2,0,0,0,,,,,,,,,,,,,,,,,,,,
ShitoneF_en01,,0,7,circle,0,5,70000,250,20,spiral,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ShitoneF_en01,SHITONE01,0,5,,50000,5,70000,250,20,Shitone01,0,0,1,,20,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
ShitoneF_en01,SHITONE02,0,5,,55000,5,70000,250,20,Shitone02,0,0,1,,0,50,1,,,,,,,,,,,,,,,,,,,,,,,,
ShitoneF_en01,SHITONE03,0,5,,60000,5,70000,250,20,Shitone03,0,0,1,,40,40,0.5,,,,,,,,,,,,,,,,,,,,,,,,
ShitoneF_en01,SHITONE04,0,5,,70000,5,70000,250,20,Shitone04,0,0,1,,50,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
ShitoneF_en01,SHITONE05,0,5,,180000,5,100000,250,20,Shitone05,0,1,2,HP+_SHITONE,20,40,1,RANGE-_BOMB,0,0,0,,,,,,,,,,,,,,,,,,,,
ShitoneF_en01,SHITONE06,0,5,,600000,5,2000000,0,200,Shitone06,0,0,2,SOKO_SHITONE,90,90,0.8,RANGE-_BOMB2,0,0,0,,,,,,,,,,,,,,,,,,,,
Marisa_en01,,3,6,circle,0,0,3000,160,10,spiral,0,0,1,,15,15,0.4,,,,,,,,,,,,,,,,,,,,,,,,
MarisaR_en01,,3,6,circle,0,0,6000,180,10,spiral,0,0,1,,0,40,1.5,,,,,,,,,,,,,,,,,,,,,,,,
MarisaR_en01,MASPA,1,10,fan,23000,3,13000,220,10,maspa,1,1,2,NOENTER,0,0,1,FPRY-_MARISA,30,30,2,,,,,,,,,,,,,,,,,,,,
MarisaR_en02,,3,6,circle,0,0,6000,180,10,spiral,0,0,1,,0,40,1.5,,,,,,,,,,,,,,,,,,,,,,,,
MarisaRN_en01,,0,5,circle,0,0,0,0,0,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MarisaRN_en01,NIGHTMARE_B16,1,10,fan,60000,4,100000,300,30,maspa,1,1,2,FPRY-_MARISARN,0,0,1,FPRY-_MARISARN,30,30,2,,,,,,,,,,,,,,,,,,,,
MarisaR03,,0,0,circle,0,0,0,0,0,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MarisaR03,GSW,0,0,,0,-1,0,0,0,GSW,0,0,1,GSW,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Medicine_en01,,1,5,circle,0,0,7500,180,10,,0,0,1,MOV-_ALL,10,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Medicine_en01,GASING,2,5,circle,25000,3,10000,220,15,gasing,0,0,2,MOTION-_MEDICINE,35,5,0.8,MOV-_ALL2,5,5,0.7,,,,,,,,,,,,,,,,,,,,
Medicine_en01,DELIRIUM,2,5,circle,26000,3,15000,220,15,delirium,0,0,3,FIXVAL_HP_MEDICINE,40,55,1.2,FIXVAL_MP_MEDICINE,40,55,1.2,SP-_RATE_MEDICINE,40,55,1.2,,,,,,,,,,,,,,,,
Medicine_en02,,1,5,circle,0,0,7500,180,10,,0,0,1,MOV-_ALL,10,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Medicine_en02,GASING,2,5,circle,25000,3,10000,220,15,gasing,0,0,2,MOTION-_MEDICINE,35,5,0.8,MOV-_ALL2,5,5,0.7,,,,,,,,,,,,,,,,,,,,
Medicine_en02,DELIRIUM,2,5,circle,26000,3,15000,220,15,delirium,0,0,3,FIXVAL_HP_MEDICINE,40,55,1.2,FIXVAL_MP_MEDICINE,40,55,1.2,SP-_RATE_MEDICINE,40,55,1.2,,,,,,,,,,,,,,,,
Medicine_en03,,1,5,circle,0,0,7500,180,10,,0,0,1,MOV-_ALL,10,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Medicine_en03,GASING,2,5,circle,25000,3,10000,220,15,gasing,0,0,2,MOTION-_MEDICINE,35,5,0.8,MOV-_ALL2,5,5,0.7,,,,,,,,,,,,,,,,,,,,
Medicine_en03,DELIRIUM,2,5,circle,26000,3,15000,220,15,delirium,0,0,3,FIXVAL_HP_MEDICINE,40,55,1.2,FIXVAL_MP_MEDICINE,40,55,1.2,SP-_RATE_MEDICINE,40,55,1.2,,,,,,,,,,,,,,,,
Medicine_en04,,1,5,circle,0,0,7500,180,10,,0,0,1,MOV-_ALL,10,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Medicine_en04,GASING,2,5,circle,25000,3,10000,220,15,gasing,0,0,2,MOTION-_MEDICINE,35,5,0.8,MOV-_ALL2,5,5,0.7,,,,,,,,,,,,,,,,,,,,
Medicine_en04,DELIRIUM,2,5,circle,26000,3,15000,220,15,delirium,0,0,3,FIXVAL_HP_MEDICINE,40,55,1.2,FIXVAL_MP_MEDICINE,40,55,1.2,SP-_RATE_MEDICINE,40,55,1.2,,,,,,,,,,,,,,,,
MedicineN_en01,,0,5,circle,0,0,0,0,0,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MedicineN_en01,NIGHTMARE_B13,2,5,circle,30000,4,50000,300,30,delirium,1,0,3,FIXVAL_HP_MEDICINE,40,55,1.2,FIXVAL_HP_MEDICINE,40,55,1.2,FIXVAL_HP_MEDICINE,40,55,1.2,,,,,,,,,,,,,,,,
Meiling_en01,,1,3,circle,0,0,6000,150,10,spiral,0,0,1,,25,25,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Meiling_en02,,1,3,circle,0,0,6000,150,10,spiral,0,0,1,,25,25,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Meiling_en02,FURIN,0,2,circle,12500,3,10000,200,15,spiral,0,0,1,DEF+_FURIN,25,25,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Meiling_en03,,1,6,square,0,0,10000,200,10,spiral,0,0,1,DEF+_MEILING,10,15,1,,,,,,,,,,,,,,,,,,,,,,,,
Meiling_en04,,1,6,square,0,0,10000,200,10,spiral,0,0,1,DEF+_MEILING,10,15,1,,,,,,,,,,,,,,,,,,,,,,,,
MeilingN_en01,,0,5,circle,0,0,0,0,0,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MeilingN_en01,NIGHTMARE_B05,0,3,circle,24000,4,50000,300,30,spiral,0,0,1,DEF+_KISUME,25,25,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en01,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en02,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en03,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en04,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en05,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en05,MEKO01,0,0,,32000,3,25000,220,15,shepherd,0,0,2,ALLHIT2_MEKO,40,40,1,NO_MOVE,0,0,0,,,,,,,,,,,,,,,,,,,,
Meko_en05,MEKO02,0,0,,33000,3,35000,220,20,count,1,0,2,POW-_BATTLE_MEKO,0,80,0.5,SLEEP2,80,0,0.5,,,,,,,,,,,,,,,,,,,,
Meko_en05,MEKO03,0,0,,33000,3,40000,220,20,infsheep,1,0,5,ADD_USKILL_MEKO01,20,20,0.5,INFSHEEP,0,0,0,,15,15,0.5,,15,15,0.5,,15,15,0.5,,,,,,,,
Meko_en05,MEKO04,0,0,,38000,3,80000,220,20,mdream,0,1,4,ADD_USKILL_MEKO02,40,40,1,MAXPOW_BREAK_MEKO01,0,0,0,,0,50,0.5,NOENTER,0,0,0,,,,,,,,,,,,
Meko_en05,MEKO05,0,0,,45000,3,120000,220,30,nie,0,0,3,ADD_USKILL_MEKO03,80,80,2,MAXPOW_BREAK_MEKO02,80,80,2,NOENTER,0,0,0,,,,,,,,,,,,,,,,
Meko_en05,,1,3,circle,4500,3,50000,200,20,,0,0,1,,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en06,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en06,MEKO01,0,0,,32000,3,25000,220,15,shepherd,0,0,2,ALLHIT2_MEKO,40,40,1,NO_MOVE,0,0,0,,,,,,,,,,,,,,,,,,,,
Meko_en06,MEKO02,0,0,,33000,3,35000,220,20,count,1,0,2,POW-_BATTLE_MEKO,0,80,0.5,SLEEP2,80,0,0.5,,,,,,,,,,,,,,,,,,,,
Meko_en06,MEKO03,0,0,,33000,3,40000,220,20,infsheep,1,0,5,ADD_USKILL_MEKO01,20,20,0.5,INFSHEEP,0,0,0,,15,15,0.5,,15,15,0.5,,15,15,0.5,,,,,,,,
Meko_en06,MEKO04,0,0,,38000,3,80000,220,20,mdream,0,1,4,ADD_USKILL_MEKO02,40,40,1,MAXPOW_BREAK_MEKO01,0,0,0,,0,50,0.5,NOENTER,0,0,0,,,,,,,,,,,,
Meko_en06,MEKO05,0,0,,45000,3,120000,220,30,nie,0,0,3,ADD_USKILL_MEKO03,80,80,2,MAXPOW_BREAK_MEKO02,80,80,2,NOENTER,0,0,0,,,,,,,,,,,,,,,,
Meko_en06,,1,3,circle,4500,3,50000,200,20,,0,0,1,,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en07,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en07,MEKO01,0,0,,32000,3,25000,220,15,shepherd,0,0,2,ALLHIT2_MEKO,40,40,1,NO_MOVE,0,0,0,,,,,,,,,,,,,,,,,,,,
Meko_en07,MEKO02,0,0,,33000,3,35000,220,20,count,1,0,2,POW-_BATTLE_MEKO,0,80,0.5,SLEEP2,80,0,0.5,,,,,,,,,,,,,,,,,,,,
Meko_en07,MEKO03,0,0,,33000,3,40000,220,20,infsheep,1,0,5,ADD_USKILL_MEKO01,20,20,0.5,INFSHEEP,0,0,0,,15,15,0.5,,15,15,0.5,,15,15,0.5,,,,,,,,
Meko_en07,MEKO04,0,0,,38000,3,80000,220,20,mdream,0,1,4,ADD_USKILL_MEKO02,40,40,1,MAXPOW_BREAK_MEKO01,0,0,0,,0,50,0.5,NOENTER,0,0,0,,,,,,,,,,,,
Meko_en07,MEKO05,0,0,,45000,3,120000,220,30,nie,0,0,3,ADD_USKILL_MEKO03,80,80,2,MAXPOW_BREAK_MEKO02,80,80,2,NOENTER,0,0,0,,,,,,,,,,,,,,,,
Meko_en07,,1,3,circle,4500,3,50000,200,20,,0,0,1,,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en08,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Meko_en08,MEKO01,0,0,,32000,3,25000,220,15,shepherd,0,0,2,ALLHIT2_MEKO,40,40,1,NO_MOVE,0,0,0,,,,,,,,,,,,,,,,,,,,
Meko_en08,MEKO02,0,0,,33000,3,35000,220,20,count,1,0,2,POW-_BATTLE_MEKO,0,80,0.5,SLEEP2,80,0,0.5,,,,,,,,,,,,,,,,,,,,
Meko_en08,MEKO03,0,0,,33000,3,40000,220,20,infsheep,1,0,5,ADD_USKILL_MEKO01,20,20,0.5,INFSHEEP,0,0,0,,15,15,0.5,,15,15,0.5,,15,15,0.5,,,,,,,,
Meko_en08,MEKO04,0,0,,38000,3,80000,220,20,mdream,0,1,4,ADD_USKILL_MEKO02,40,40,1,MAXPOW_BREAK_MEKO01,0,0,0,,0,50,0.5,NOENTER,0,0,0,,,,,,,,,,,,
Meko_en08,MEKO05,0,0,,45000,3,120000,220,30,nie,0,0,3,ADD_USKILL_MEKO03,80,80,2,MAXPOW_BREAK_MEKO02,80,80,2,NOENTER,0,0,0,,,,,,,,,,,,,,,,
Meko_en08,,1,3,circle,4500,3,50000,200,20,,0,0,1,,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
MekoB_en01,,1,3,circle,0,0,30000,200,20,,0,0,1,,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
MekoD_en01,,1,3,circle,0,0,30000,200,20,,0,0,1,,5,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,
MekoM_en01,,1,5,circle,0,0,15000,220,10,,0,0,1,SLEEP,35,50,1,,,,,,,,,,,,,,,,,,,,,,,,
MekoM_en01,MEKO01,0,0,,32000,3,25000,220,15,shepherd,0,0,2,ALLHIT2_MEKO,40,40,1,NO_MOVE,0,0,0,,,,,,,,,,,,,,,,,,,,
