CharDataID	CharName	Face	ATP	MGR	CRT	DEF	PRY	HIT	SP	気質	Type	SpID1	SpID2	SpID3	SpID4	SpID5	SpID6	L1	L2	L3	L4	L5	L6	SP1	SP2	SP3	SP4	SP5	SP6	備考
Luna01	ルナ	Luna0a	121	132	156	93	158	169	52	CAREFUL	ALL_MGR	SHUCHU	TEPPEKI	HICCHU	DORYOKU	KIAI	KASOKU	1	8	15	23	31	40	15	25	20	25	30	20	
Lunasa_en01	ルナサ	Lunasa0a	134	142	189	92	165	172	46	ACTIVE	MGR_PRY	DATSURYOKU	SHUCHU	DORYOKU	SHINRAI	CHOKKAN	RENGEKI	1	1	8	19	28	60	30	15	20	20	25	50	
Lunasa01	ルナサ	Lunasa0a	134	142	189	92	165	172	46	COOL	MGR_PRY	DATSURYOKU	CHOKKAN	DORYOKU	FUKUTSU	CHOKUGEKI	RENGEKI	1	5	11	20	28	60	35	25	20	20	20	50	
Lyrica_en01	リリカ	Lyrica0a	132	139	167	88	172	166	42	CLEVER	MGR_PRY	OEN	HIRAMEKI	SHINRAI	SHUCHU	KOUN	KITAI	1	8	13	22	30	70	5	10	5	5	10	80	
Lyrica01	リリカ	Lyrica0a	132	139	167	88	172	166	42	CLEVER	MGR_PRY	OEN	HIRAMEKI	SHINRAI	SHUCHU	KOUN	KITAI	1	8	13	22	30	70	25	15	25	15	40	80	
Maid_en01	요정メイド	Maid0a	120	132	150	94	140	145	40	ACTIVE	ATP_DEF	KONJO	KASOKU	KENSHIN	BLANK	BLANK	BLANK	1	1	1	1	1	1	10	20	25	0	0	0	
Makura_en01	まくら	Makura0a	135	155	190	110	167	183	142	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	1	0	0	0	0	0	
Makura_en02	まくら	Makura0a	135	155	190	110	167	183	142	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	1	0	0	0	0	0	Lunatic
MakuraF_en01	まくら	MakuraF0a	135	155	190	110	167	183	151	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	1	0	0	0	0	0	
MakuraF_en02	まくら	MakuraF0a	135	155	190	110	167	183	151	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	1	0	0	0	0	0	Lunatic
MakuraS_en01	まくら	MakuraS0a	135	155	190	110	167	183	142	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	1	0	0	0	0	0	
MakuraS_en02	まくら	MakuraS0a	135	155	190	110	167	183	142	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	1	0	0	0	0	0	Lunatic
Makura01	まくら	Makura0a	135	155	190	110	167	183	80	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	0	0	0	0	0	0	
Makura02	まくら	Makura0a	135	155	190	110	167	183	80	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	0	0	0	0	0	0	C76～
Makura03	まくら	Makura0a	135	155	190	110	167	183	80	BOSS	MGR_DEF	YUME	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	0	0	0	0	0	0	周回用、C77～
Marisa_en01	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	20	80	
Marisa01	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	111
Marisa02	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	211
Marisa03	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	121
Marisa04	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	112
Marisa05	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	311
Marisa06	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	131
Marisa07	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	221
Marisa08	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	212
Marisa09	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	122
Marisa10	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	222
Marisa11	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	321
Marisa12	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	231
Marisa13	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　1⇒
Marisa14	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　2⇒
Marisa15	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　3⇒
Marisa16	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　4⇒
Marisa17	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　5⇒
Marisa18	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　6⇒
Marisa19	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　7⇒
Marisa20	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　8⇒
Marisa21	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　9⇒
Marisa22	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　10⇒
Marisa23	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　11⇒
Marisa24	마리사	Marisa0a	135	154	165	90	173	178	44	ACTIVE	MGR_PRY	DORYOKU	KASOKU	HICCHU	HIRAMEKI	NEKKETSU	YUKI	1	7	10	12	23	65	20	15	20	15	40	80	M39　12⇒
Medicine_en01	메디	Medicine0a	120	139	156	88	162	168	45	ACTIVE	MGR_PRY	SHUCHU	HIRAMEKI	DORYOKU	CHOKKAN	KAISHIN	KIZUNA	1	8	15	20	35	100	5	10	5	10	15	60	Easy
Medicine_en02	메디	Medicine0a	120	139	156	88	162	168	45	ACTIVE	MGR_PRY	SHUCHU	HIRAMEKI	DORYOKU	CHOKKAN	KAISHIN	KIZUNA	1	8	15	20	35	100	5	10	5	10	15	60	Normal
Medicine_en03	메디	Medicine0a	120	139	156	88	162	168	45	ACTIVE	MGR_PRY	SHUCHU	HIRAMEKI	DORYOKU	CHOKKAN	KAISHIN	KIZUNA	1	8	15	20	35	100	5	10	5	10	15	60	Hard
Medicine_en04	메디	Medicine0a	120	139	156	88	162	168	45	ACTIVE	MGR_PRY	SHUCHU	HIRAMEKI	DORYOKU	CHOKKAN	KAISHIN	KIZUNA	1	8	15	20	35	100	5	10	5	10	15	60	Lunatic
Medicine01	메디	Medicine0a	120	139	156	88	162	168	45	ACTIVE	MGR_PRY	SHUCHU	HIRAMEKI	DORYOKU	CHOKKAN	KAISHIN	KIZUNA	1	8	15	20	35	65	15	15	20	25	30	70	
Medicine02	메디	Medicine0a	120	139	156	88	162	168	45	ACTIVE	MGR_PRY	SHUCHU	HIRAMEKI	DORYOKU	CHOKKAN	KAISHIN	KIZUNA	1	8	15	20	35	65	15	15	20	25	30	70	C65～
Meiling_en01	美鈴	Meiling0a	155	108	173	110	121	172	50	ACTIVE	ATP_DEF	DOKONJO	TEPPEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	1	5	15	23	32	46	20	15	10	30	10	40	
Meiling01	美鈴	Meiling0a	155	108	173	110	121	172	50	ACTIVE	ATP_DEF	DOKONJO	TEPPEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	1	5	15	23	32	46	30	25	20	30	15	40	
Meiling02	美鈴	Meiling0a	155	108	173	110	121	172	50	ACTIVE	ATP_DEF	DOKONJO	TEPPEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	1	5	15	23	32	46	30	25	20	30	15	40	S03用
Meko_en01	メーコ	Meko0a	125	139	170	87	167	168	56	ACTIVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Easy
Meko_en02	メーコ	Meko0a	125	139	170	87	167	168	56	ACTIVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Normal
Meko_en03	メーコ	Meko0a	125	139	170	87	167	168	56	ACTIVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Hard
Meko_en04	メーコ	Meko0a	125	139	170	87	167	168	56	ACTIVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Lunatic
MekoD_en01	メーコ	MekoD0a	125	139	170	87	150	150	56	PASSIVE	ALL_MGR	SUTEMI	BLANK	BLANK	BLANK	BLANK	BLANK	1	1	1	1	1	1	20	0	0	0	0	0	
MekoM_en01	メーコ	MekoM0a	125	139	170	87	167	168	56	BRAVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Easy
MekoM_en02	メーコ	MekoM0a	125	139	170	87	167	168	56	BRAVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Normal
MekoM_en03	メーコ	MekoM0a	125	139	170	87	167	168	56	BRAVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Hard
MekoM_en04	メーコ	MekoM0a	125	139	170	87	167	168	56	BRAVE	ALL_MGR	KENSHIN	SHINRAI	HICCHU	CHOKUGEKI	SHUCHU	SUTEMI	1	1	1	1	1	80	20	15	10	10	10	10	Lunatic
Meko01	メーコ	Meko0a	125	139	170	87	167	168	56	CAREFUL	ALL_MGR	KENSHIN	SHUCHU	HICCHU	HIRAMEKI	BLANK	BLANK	1	5	15	21	1	1	30	15	20	15	0	0	Me01～Me04
Meko02	メーコ	Meko4a	125	139	170	87	167	168	56	ACTIVE	ALL_MGR	KENSHIN	SHUCHU	HICCHU	HIRAMEKI	BLANK	BLANK	1	5	15	21	1	1	30	15	20	15	0	0	Me04～
Meko03	メーコ	Meko4a	125	139	170	87	167	168	56	ACTIVE	ALL_MGR	KENSHIN	SHUCHU	HICCHU	HIRAMEKI	CHOKUGEKI	BLANK	1	5	15	21	30	100	30	15	20	15	25	0	周回用
Meko04	メーコ	Meko4a	125	139	170	87	167	168	56	ACTIVE	ALL_MGR	KENSHIN	SHUCHU	HICCHU	HIRAMEKI	CHOKUGEKI	YUME	1	5	15	21	30	1	30	15	20	15	25	0	周回用、C76～
Merlin_en01	メルラン	Merlin0a	139	147	173	101	157	167	50	OPT	MGR_DEF	KIAI	HICCHU	TEPPEKI	SHINRAI	NEKKETSU	COBU	1	6	14	25	46	55	35	15	25	20	30	75	
Merlin01	メルラン	Merlin0a	139	147	173	101	157	167	50	OPT	MGR_DEF	KIAI	HICCHU	TEPPEKI	SHUKUFUKU	NEKKETSU	COBU	1	6	14	42	46	55	35	20	25	50	40	75	
Mima_en01	魅魔	Mima0a	124	156	184	92	162	185	48	BRAVE	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	RENGEKI	TAMASHI	1	5	14	24	50	65	15	5	10	15	10	55	
Mima_en02	魅魔	Mima0a	124	156	184	92	162	185	48	BRAVE	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	RENGEKI	TAMASHI	1	5	14	24	50	65	15	5	10	15	10	55	Hard～
Mima01	魅魔	Mima0a	124	156	184	92	162	185	48	COOL	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	RENGEKI	TAMASHI	1	5	14	24	50	65	25	5	20	25	50	65	
Mima02	魅魔	Mima0a	124	156	184	92	162	185	48	COOL	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	RENGEKI	TAMASHI	1	5	14	24	50	65	25	5	20	25	50	65	C65～
MimaG_en01	G魅魔	MimaG0a	124	156	184	92	162	185	48	COOL	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	RENGEKI	TAMASHI	1	5	14	24	50	65	15	5	10	15	10	55	
MimaN_en01	悪夢	MimaN0a	124	156	184	92	162	185	48	BRAVE	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	TOTSUGEKI	TAMASHI	1	5	14	24	50	65	15	5	10	15	5	15	
MimaN_en02	悪夢	MimaN0a	124	156	184	92	162	185	48	BRAVE	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	TOTSUGEKI	TAMASHI	1	5	14	24	50	65	15	5	10	15	5	15	Hard
MimaN_en03	悪夢	MimaN0a	124	156	184	92	162	185	48	BRAVE	MGR_DEF	CHOKKAN	TEKAGEN	CHOKUGEKI	TEPPEKI	TOTSUGEKI	TAMASHI	1	5	14	24	50	65	15	5	10	15	5	15	Lunatic
Minoriko_en01	穣子	Minoriko0a	137	124	163	100	150	167	51	ACTIVE	ATP_DEF	DOKONJO	HICCHU	FUKUTSU	KIAI	SHUKUFUKU	NEKKETSU	1	8	17	25	36	46	35	20	15	30	50	40	
Minoriko01	穣子	Minoriko0a	137	124	163	100	150	167	51	ACTIVE	ATP_DEF	DOKONJO	HICCHU	FUKUTSU	KIAI	SHUKUFUKU	NEKKETSU	1	8	17	25	36	46	35	20	15	30	50	40	
Minoriko02	穣子	Minoriko0a	137	124	163	100	150	167	51	ACTIVE	ATP_DEF	DOKONJO	HICCHU	FUKUTSU	KIAI	SHUKUFUKU	NEKKETSU	1	8	17	25	36	46	35	20	15	30	50	40	C50～
Mokou_en01	妹紅	Mokou0a	146	138	172	85	170	175	40	ACTIVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Easy
Mokou_en02	妹紅	Mokou0a	146	138	172	85	170	175	40	ACTIVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Normal
Mokou_en03	妹紅	Mokou0a	146	138	172	85	170	175	40	ACTIVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Hard
Mokou_en04	妹紅	Mokou0a	146	138	172	85	170	175	40	ACTIVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Lunatic
Mokou01	妹紅	Mokou0a	146	138	172	85	170	175	40	ACTIVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	20	20	45	50	60	
Mokou02	妹紅	Mokou0a	146	138	172	85	170	175	40	ACTIVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	20	20	45	50	60	C43～
MokouN_en01	悪夢	MokouN0a	146	138	172	85	170	175	40	BRAVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Easy
MokouN_en02	悪夢	MokouN0a	146	138	172	85	170	175	40	BRAVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Normal
MokouN_en03	悪夢	MokouN0a	146	138	172	85	170	175	40	BRAVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Hard
MokouN_en04	悪夢	MokouN0a	146	138	172	85	170	175	40	BRAVE	ATP_PRY	SHUCHU	CHOKUGEKI	HICCHU	NEKKETSU	KIHAKU	SUTEMI	1	8	16	30	40	60	15	15	10	10	10	20	Lunatic
Momiji_en01	椛	Momiji0a	145	128	171	101	149	169	51	ACTIVE	ATP_DEF	TEISATSU	KONJO	TEPPEKI	HICCHU	SOGEKI	NEKKETSU	1	5	11	21	29	47	15	20	25	20	20	40	
Momiji_en02	椛	Momiji0a	145	128	171	101	149	169	51	ACTIVE	ATP_DEF	TEISATSU	KONJO	TEPPEKI	HICCHU	SOGEKI	NEKKETSU	1	5	11	21	29	47	15	20	25	20	20	40	M1 ブロッキングなし
Momiji_en03	椛	Momiji0a	145	128	171	101	149	169	51	ACTIVE	ATP_DEF	TEISATSU	KONJO	TEPPEKI	HICCHU	SOGEKI	NEKKETSU	1	5	11	21	29	47	15	20	25	20	20	40	Hard
Momiji_en04	椛	Momiji0a	145	128	171	101	149	169	51	ACTIVE	ATP_DEF	TEISATSU	KONJO	TEPPEKI	HICCHU	SOGEKI	NEKKETSU	1	5	11	21	29	47	15	20	25	20	20	40	Lunatic
Momiji01	椛	Momiji0a	145	128	171	101	149	169	51	ACTIVE	ATP_DEF	TEISATSU	KONJO	TEPPEKI	HICCHU	SOGEKI	NEKKETSU	1	5	11	21	29	47	15	20	25	20	20	40	
Murasa_en01	村紗	Murasa0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	YUJO	1	8	16	24	46	1	20	20	30	15	40	40	
Murasa_en02	村紗	Murasa0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	YUJO	1	8	16	24	46	1	20	20	30	15	40	40	Hard～
Murasa01	村紗	Murasa0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	YUJO	1	8	16	24	46	100	20	20	30	15	40	40	
Murasa02	村紗	Murasa0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	YUJO	1	8	16	24	46	100	20	20	30	15	40	40	C56～
Murasa03	村紗	Murasa0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	YUJO	1	8	16	24	46	1	20	20	30	15	40	40	C62～
Murasa04	村紗	Murasa0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	YUJO	NEKKETSU	1	8	16	24	35	46	20	20	30	15	40	40	2週目～C34
Murasa05	村紗	Murasa0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	YUJO	NEKKETSU	1	8	16	24	35	46	20	20	30	15	40	40	2週目C35～
MurasaN_en01	悪夢	MurasaN0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	SOGEKI	1	8	16	24	46	46	10	10	10	10	10	10	Easy
MurasaN_en02	悪夢	MurasaN0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	SOGEKI	1	8	16	24	46	46	10	10	10	10	10	10	Normal
MurasaN_en03	悪夢	MurasaN0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	SOGEKI	1	8	16	24	46	46	10	10	10	10	10	10	Hard
MurasaN_en04	悪夢	MurasaN0a	148	125	165	92	170	162	45	BRAVE	ATP_PRY	CHOKUGEKI	HICCHU	KIAI	FUKUTSU	NEKKETSU	SOGEKI	1	8	16	24	46	46	10	10	10	10	10	10	Lunatic
MYousei_en01	M요정	MYousei0a	100	140	168	90	153	155	43	ACTIVE	ALL_MGR	HICCHU	HIRAMEKI	SOGEKI	CHOKUGEKI	KAISHIN	BLANK	1	1	1	1	1	1	10	10	10	10	10	0	Easy
MYousei_en02	M요정	MYousei0a	100	140	168	90	153	155	43	ACTIVE	ALL_MGR	HICCHU	HIRAMEKI	SOGEKI	CHOKUGEKI	KAISHIN	BLANK	1	1	1	1	1	1	10	10	10	10	10	0	Normal
MYousei_en03	M요정	MYousei0a	100	140	168	90	153	155	43	ACTIVE	ALL_MGR	HICCHU	HIRAMEKI	SOGEKI	CHOKUGEKI	KAISHIN	BLANK	1	1	1	1	1	1	10	10	10	10	10	0	Hard
MYousei_en04	M요정	MYousei0a	100	140	168	90	153	155	43	ACTIVE	ALL_MGR	HICCHU	HIRAMEKI	SOGEKI	CHOKUGEKI	KAISHIN	BLANK	1	1	1	1	1	1	10	10	10	10	10	0	Lunatic
Mystia_en01	ミスティア	Mystia0a	130	132	159	88	160	165	45	BRAVE	ATP_PRY	HIRAMEKI	KASOKU	SHUCHU	KIAI	TOTSUGEKI	NEKKETSU	1	3	12	23	33	42	15	15	15	30	25	35	
Mystia_en02	ミスティア	Mystia0a	130	132	159	88	160	165	45	BRAVE	ATP_PRY	HIRAMEKI	KASOKU	SHUCHU	KIAI	TOTSUGEKI	NEKKETSU	1	3	12	23	33	42	15	15	15	30	25	35	C56 Lunatic
Mystia01	ミスティア	Mystia0a	130	132	159	88	160	165	45	BRAVE	ATP_PRY	HIRAMEKI	KASOKU	SHUCHU	KIAI	TOTSUGEKI	NEKKETSU	1	3	12	23	33	42	15	15	15	30	25	35	
Mystia02	ミスティア	Mystia0a	130	132	159	88	160	165	45	BRAVE	ATP_PRY	HIRAMEKI	KASOKU	SHUCHU	KIAI	TOTSUGEKI	NEKKETSU	1	3	12	23	33	42	15	15	15	30	25	35	R38～
Mystia03	ミスティア	Mystia0a	130	132	159	88	160	165	45	BRAVE	ATP_PRY	HIRAMEKI	KASOKU	SHUCHU	KIAI	TOTSUGEKI	NEKKETSU	1	3	12	23	33	42	15	15	15	30	25	35	C48～
Mystia04	ミスティア	Mystia0a	130	132	159	88	160	165	45	BRAVE	ATP_PRY	HIRAMEKI	KASOKU	SHUCHU	KIAI	TOTSUGEKI	NEKKETSU	1	3	12	23	33	42	15	15	15	30	25	35	C56～
Mystia05	ミスティア	Mystia0a	130	132	159	88	160	165	45	BRAVE	ATP_PRY	HIRAMEKI	KASOKU	SHUCHU	KIAI	TOTSUGEKI	NEKKETSU	1	3	12	23	33	42	15	15	15	30	25	35	C58～
Nazrin_en01	ナズーリン	Nazrin0a	136	133	168	89	170	168	42	CAREFUL	ATP_PRY	TEISATSU	SHUCHU	HIRAMEKI	SHINRAI	KAISHIN	KISHU	1	10	15	25	32	44	15	5	10	5	10	10	
Nazrin01	ナズーリン	Nazrin0a	136	133	168	89	170	168	42	CAREFUL	ATP_PRY	TEISATSU	SHUCHU	HIRAMEKI	SHINRAI	RENGEKI	KISHU	1	10	15	22	32	44	15	15	15	25	40	60	
NazrinN_en01	悪夢	NazrinN0a	136	133	168	89	170	168	42	ACTIVE	ATP_PRY	TEISATSU	SHUCHU	HIRAMEKI	SHINRAI	KAISHIN	KISHU	1	10	15	22	32	44	15	5	10	5	10	10	Easy
NazrinN_en02	悪夢	NazrinN0a	136	133	168	89	170	168	42	ACTIVE	ATP_PRY	TEISATSU	SHUCHU	HIRAMEKI	SHINRAI	KAISHIN	KISHU	1	10	15	22	32	44	15	5	10	5	10	10	Normal
NazrinN_en03	悪夢	NazrinN0a	136	133	168	89	170	168	42	ACTIVE	ATP_PRY	TEISATSU	SHUCHU	HIRAMEKI	SHINRAI	KAISHIN	KISHU	1	10	15	22	32	44	15	5	10	5	10	10	Hard
NazrinN_en04	悪夢	NazrinN0a	136	133	168	89	170	168	42	ACTIVE	ATP_PRY	TEISATSU	SHUCHU	HIRAMEKI	SHINRAI	KAISHIN	KISHU	1	10	15	22	32	44	15	5	10	5	10	10	Lunatic
