CharDataID,CharName,Face,ATP,MGR,CRT,DEF,PRY,HIT,SP,気質,Type,SpID1,SpID2,SpID3,SpID4,SpID5,SpID6,L1,L2,L3,L4,L5,L6,SP1,SP2,SP3,SP4,SP5,SP6
Maid_en01,요정메이드,Maid0a,120,132,150,94,140,145,40,ACTIVE,ATP_DEF,KONJO,KASOKU,KENSHIN,NA,NA,NA,1,1,1,1,1,1,10,20,25,0,0,0
Makura_en01,마쿠라,Makura0a,135,155,190,110,167,183,142,BOSS,MGR_DEF,YUME,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0
Makura_en02,마쿠라,Makura0a,135,155,190,110,167,183,142,BOSS,MGR_DEF,YUME,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0
Shitone_en01,시토네,Shitone0a,135,155,190,110,167,183,142,BOSS,MGR_DEF,YUME,FUKUTSU,AI,NA,NA,NA,1,1,1,1,1,1,1,10,20,0,0,0
Shitone_en02,시토네,Shitone0a,135,155,190,110,167,183,142,BOSS,MGR_DEF,YUME,FUKUTSU,AI,NA,NA,NA,1,1,1,1,1,1,1,10,20,0,0,0
ShitoneF_en01,시토네,ShitoneF0a,135,155,190,110,167,183,142,BOSS,MGR_DEF,YUME,FUKUTSU,AI,NA,NA,NA,1,1,1,1,1,1,1,10,20,0,0,0
MakuraF_en01,마쿠라,MakuraF0a,135,155,190,110,167,183,151,BOSS,MGR_DEF,YUME,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0
MakuraF_en02,마쿠라,MakuraF0a,135,155,190,110,167,183,151,BOSS,MGR_DEF,YUME,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0
MakuraS_en01,마쿠라,MakuraS0a,135,155,190,110,167,183,142,BOSS,MGR_DEF,YUME,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0
MakuraS_en02,마쿠라,MakuraS0a,135,155,190,110,167,183,142,BOSS,MGR_DEF,YUME,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0
Makura01,마쿠라,Makura0a,135,155,190,110,167,183,80,BOSS,MGR_DEF,YUME,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0
Makura02,마쿠라,Makura0a,135,155,190,110,167,183,80,BOSS,MGR_DEF,YUME,TEPPEKI,KANNOU,DATSURYOKU,JYUNNO,AI,1,5,15,25,35,65,0,25,20,40,30,80
MakuraF01,마쿠라,MakuraF0a,135,155,190,110,167,183,80,BOSS,MGR_DEF,YUME,TEPPEKI,KANNOU,DATSURYOKU,JYUNNO,AI,1,5,15,25,35,65,0,25,20,40,30,80
Marisa_en01,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,20,80
MarisaN_en01,악몽,MarisaN0a,135,154,165,90,173,178,44,BRAVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,TEPPEKI,1,1,1,1,1,1,20,15,20,15,20,20
Marisa01,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa02,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa03,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa04,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa05,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa06,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa07,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa08,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa09,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa10,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa11,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa12,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa13,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa14,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa15,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa16,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa17,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa18,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa19,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa20,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa21,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa22,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa23,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Marisa24,마리사,Marisa0a,135,154,165,90,173,178,44,ACTIVE,MGR_PRY,DORYOKU,KASOKU,HICCHU,HIRAMEKI,NEKKETSU,YUKI,1,7,10,12,23,65,20,15,20,15,40,80
Medicine_en01,메디,Medicine0a,120,139,156,88,162,168,45,ACTIVE,MGR_PRY,SHUCHU,HIRAMEKI,DORYOKU,CHOKKAN,KAISHIN,KIZUNA,1,8,15,20,35,100,5,10,5,10,15,60
Medicine_en02,메디,Medicine0a,120,139,156,88,162,168,45,ACTIVE,MGR_PRY,SHUCHU,HIRAMEKI,DORYOKU,CHOKKAN,KAISHIN,KIZUNA,1,8,15,20,35,100,5,10,5,10,15,60
Medicine_en03,메디,Medicine0a,120,139,156,88,162,168,45,ACTIVE,MGR_PRY,SHUCHU,HIRAMEKI,DORYOKU,CHOKKAN,KAISHIN,KIZUNA,1,8,15,20,35,100,5,10,5,10,15,60
Medicine_en04,메디,Medicine0a,120,139,156,88,162,168,45,ACTIVE,MGR_PRY,SHUCHU,HIRAMEKI,DORYOKU,CHOKKAN,KAISHIN,KIZUNA,1,8,15,20,35,100,5,10,5,10,15,60
MedicineN_en01,악몽,MedicineN0a,120,139,156,88,162,168,45,BRAVE,MGR_PRY,SHUCHU,HIRAMEKI,DORYOKU,CHOKKAN,KAISHIN,NEKKETSU,1,1,1,1,1,1,5,10,5,10,15,15
Medicine01,메디,Medicine0a,120,139,156,88,162,168,45,ACTIVE,MGR_PRY,SHUCHU,HIRAMEKI,DORYOKU,CHOKKAN,KAISHIN,KIZUNA,1,8,15,20,35,65,15,15,20,25,30,70
Medicine02,메디,Medicine0a,120,139,156,88,162,168,45,ACTIVE,MGR_PRY,SHUCHU,HIRAMEKI,DORYOKU,CHOKKAN,KAISHIN,KIZUNA,1,8,15,20,35,65,15,15,20,25,30,70
Meiling_en01,메이링,Meiling0a,155,108,173,110,121,172,50,ACTIVE,ATP_DEF,DOKONJO,TEPPEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,1,5,15,23,32,46,20,15,10,30,10,40
MeilingN_en01,악몽,MeilingN0a,155,108,173,110,121,172,50,BRAVE,ATP_DEF,DOKONJO,TEPPEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,1,1,1,1,1,1,10,10,10,10,10,15
Meiling01,메이링,Meiling0a,155,108,173,110,121,172,50,ACTIVE,ATP_DEF,DOKONJO,TEPPEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,1,5,15,23,32,46,30,25,20,30,15,40
Meiling02,메이링,Meiling0a,155,108,173,110,121,172,50,ACTIVE,ATP_DEF,DOKONJO,TEPPEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,1,5,15,23,32,46,30,25,20,30,15,40
Meko_en01,메코,Meko0a,125,139,170,87,167,168,56,ACTIVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
Meko_en02,메코,Meko0a,125,139,170,87,167,168,56,ACTIVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
Meko_en03,메코,Meko0a,125,139,170,87,167,168,56,ACTIVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
Meko_en04,메코,Meko0a,125,139,170,87,167,168,56,ACTIVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
MekoB_en01,블랙메코,MekoB0a,125,139,170,87,150,150,56,BRAVE,ALL_MGR,SUTEMI,NA,NA,NA,NA,NA,1,1,1,1,1,1,20,0,0,0,0,0
MekoD_en01,메코,MekoD0a,125,139,170,87,150,150,56,PASSIVE,ALL_MGR,SUTEMI,NA,NA,NA,NA,NA,1,1,1,1,1,1,20,0,0,0,0,0
MekoM_en01,메코,MekoM0a,125,139,170,87,167,168,56,BRAVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
MekoM_en02,메코,MekoM0a,125,139,170,87,167,168,56,BRAVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
MekoM_en03,메코,MekoM0a,125,139,170,87,167,168,56,BRAVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
MekoM_en04,메코,MekoM0a,125,139,170,87,167,168,56,BRAVE,ALL_MGR,KENSHIN,SHINRAI,HICCHU,CHOKUGEKI,SHUCHU,SUTEMI,1,1,1,1,1,80,20,15,10,10,10,10
Meko01,메코,Meko0a,125,139,170,87,167,168,56,CAREFUL,ALL_MGR,KENSHIN,SHUCHU,HICCHU,HIRAMEKI,NA,NA,1,5,15,21,1,1,30,15,20,15,0,0
Meko02,메코,Meko4a,125,139,170,87,167,168,56,ACTIVE,ALL_MGR,KENSHIN,SHUCHU,HICCHU,HIRAMEKI,NA,NA,1,5,15,21,1,1,30,15,20,15,0,0
Meko03,메코,Meko4a,125,139,170,87,167,168,56,ACTIVE,ALL_MGR,KENSHIN,SHUCHU,HICCHU,HIRAMEKI,CHOKUGEKI,NA,1,5,15,21,30,100,30,15,20,15,25,0
Meko04,메코,Meko4a,125,139,170,87,167,168,56,ACTIVE,ALL_MGR,KENSHIN,SHUCHU,HICCHU,HIRAMEKI,CHOKUGEKI,YUME,1,5,15,21,30,1,30,15,20,15,25,0
Merlin_en01,메를랑,Merlin0a,139,147,173,101,157,167,50,OPT,MGR_DEF,KIAI,HICCHU,TEPPEKI,SHINRAI,NEKKETSU,COBU,1,6,14,25,46,55,35,15,25,20,30,75
Merlin01,메를랑,Merlin0a,139,147,173,101,157,167,50,OPT,MGR_DEF,KIAI,HICCHU,TEPPEKI,SHUKUFUKU,NEKKETSU,COBU,1,6,14,42,46,55,35,20,25,50,40,75
Mima_en01,미마,Mima0a,124,156,184,92,162,185,48,BRAVE,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,RENGEKI,TAMASHI,1,5,14,24,50,65,15,5,10,15,10,55
Mima_en02,미마,Mima0a,124,156,184,92,162,185,48,BRAVE,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,RENGEKI,TAMASHI,1,5,14,24,50,65,15,5,10,15,10,55
Mima01,미마,Mima0a,124,156,184,92,162,185,48,COOL,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,RENGEKI,TAMASHI,1,5,14,24,50,65,25,5,20,25,50,65
Mima02,미마,Mima0a,124,156,184,92,162,185,48,COOL,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,RENGEKI,TAMASHI,1,5,14,24,50,65,25,5,20,25,50,65
MimaG_en01,고스트,MimaG0a,124,156,184,92,162,185,48,COOL,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,RENGEKI,TAMASHI,1,5,14,24,50,65,15,5,10,15,10,55
MimaN_en01,미마,MimaN0a,124,156,184,92,162,185,48,BRAVE,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,TOTSUGEKI,TAMASHI,1,5,14,24,50,65,15,5,10,15,5,15
MimaN_en02,미마,MimaN0a,124,156,184,92,162,185,48,BRAVE,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,TOTSUGEKI,TAMASHI,1,5,14,24,50,65,15,5,10,15,5,15
MimaN_en03,미마,MimaN0a,124,156,184,92,162,185,48,BRAVE,MGR_DEF,CHOKKAN,TEKAGEN,CHOKUGEKI,TEPPEKI,TOTSUGEKI,TAMASHI,1,5,14,24,50,65,15,5,10,15,5,15
Minoriko_en01,미노리코,Minoriko0a,137,124,163,100,150,167,51,ACTIVE,ATP_DEF,DOKONJO,HICCHU,FUKUTSU,KIAI,SHUKUFUKU,NEKKETSU,1,8,17,25,36,46,35,20,15,30,50,40
Minoriko01,미노리코,Minoriko0a,137,124,163,100,150,167,51,ACTIVE,ATP_DEF,DOKONJO,HICCHU,FUKUTSU,KIAI,SHUKUFUKU,NEKKETSU,1,8,17,25,36,46,35,20,15,30,50,40
Minoriko02,미노리코,Minoriko0a,137,124,163,100,150,167,51,ACTIVE,ATP_DEF,DOKONJO,HICCHU,FUKUTSU,KIAI,SHUKUFUKU,NEKKETSU,1,8,17,25,36,46,35,20,15,30,50,40
Mokou_en01,모코우,Mokou0a,146,138,172,85,170,175,40,ACTIVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
Mokou_en02,모코우,Mokou0a,146,138,172,85,170,175,40,ACTIVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
Mokou_en03,모코우,Mokou0a,146,138,172,85,170,175,40,ACTIVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
Mokou_en04,모코우,Mokou0a,146,138,172,85,170,175,40,ACTIVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
Mokou01,모코우,Mokou0a,146,138,172,85,170,175,40,ACTIVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,20,20,45,50,60
Mokou02,모코우,Mokou0a,146,138,172,85,170,175,40,ACTIVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,20,20,45,50,60
MokouN_en01,악몽,MokouN0a,146,138,172,85,170,175,40,BRAVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
MokouN_en02,악몽,MokouN0a,146,138,172,85,170,175,40,BRAVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
MokouN_en03,악몽,MokouN0a,146,138,172,85,170,175,40,BRAVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
MokouN_en04,악몽,MokouN0a,146,138,172,85,170,175,40,BRAVE,ATP_PRY,SHUCHU,CHOKUGEKI,HICCHU,NEKKETSU,KIHAKU,SUTEMI,1,8,16,30,40,60,15,15,10,10,10,20
Momiji_en01,모미지,Momiji0a,145,128,171,101,149,169,51,ACTIVE,ATP_DEF,TEISATSU,KONJO,TEPPEKI,HICCHU,SOGEKI,NEKKETSU,1,5,11,21,29,47,15,20,25,20,20,40
Momiji_en02,모미지,Momiji0a,145,128,171,101,149,169,51,ACTIVE,ATP_DEF,TEISATSU,KONJO,TEPPEKI,HICCHU,SOGEKI,NEKKETSU,1,5,11,21,29,47,15,20,25,20,20,40
Momiji_en03,모미지,Momiji0a,145,128,171,101,149,169,51,ACTIVE,ATP_DEF,TEISATSU,KONJO,TEPPEKI,HICCHU,SOGEKI,NEKKETSU,1,5,11,21,29,47,15,20,25,20,20,40
Momiji_en04,모미지,Momiji0a,145,128,171,101,149,169,51,ACTIVE,ATP_DEF,TEISATSU,KONJO,TEPPEKI,HICCHU,SOGEKI,NEKKETSU,1,5,11,21,29,47,15,20,25,20,20,40
Momiji01,모미지,Momiji0a,145,128,171,101,149,169,51,ACTIVE,ATP_DEF,TEISATSU,KONJO,TEPPEKI,HICCHU,SOGEKI,NEKKETSU,1,5,11,21,29,47,15,20,25,20,20,40
Murasa_en01,무라사,Murasa0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,YUJO,1,8,16,24,46,46,20,20,30,15,40,40
Murasa_en02,무라사,Murasa0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,YUJO,1,8,16,24,46,46,20,20,30,15,40,40
Murasa01,무라사,Murasa0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,YUJO,1,8,16,24,46,100,20,20,30,15,40,40
Murasa02,무라사,Murasa0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,YUJO,1,8,16,24,46,100,20,20,30,15,40,40
Murasa03,무라사,Murasa0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,YUJO,1,8,16,24,46,1,20,20,30,15,40,40
Murasa04,무라사,Murasa0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,YUJO,NEKKETSU,1,8,16,24,35,46,20,20,30,15,40,40
Murasa05,무라사,Murasa0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,YUJO,NEKKETSU,1,8,16,24,35,46,20,20,30,15,40,40
MurasaN_en01,악몽,MurasaN0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,SOGEKI,1,8,16,24,46,46,10,10,10,10,10,10
MurasaN_en02,악몽,MurasaN0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,SOGEKI,1,8,16,24,46,46,10,10,10,10,10,10
MurasaN_en03,악몽,MurasaN0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,SOGEKI,1,8,16,24,46,46,10,10,10,10,10,10
MurasaN_en04,악몽,MurasaN0a,148,125,165,92,170,162,45,BRAVE,ATP_PRY,CHOKUGEKI,HICCHU,KIAI,FUKUTSU,NEKKETSU,SOGEKI,1,8,16,24,46,46,10,10,10,10,10,10
MYousei_en01,M요정,MYousei0a,100,140,168,90,153,155,43,ACTIVE,ALL_MGR,HICCHU,HIRAMEKI,SOGEKI,CHOKUGEKI,KAISHIN,NA,1,1,1,1,1,1,10,10,10,10,10,0
MYousei_en02,M요정,MYousei0a,100,140,168,90,153,155,43,ACTIVE,ALL_MGR,HICCHU,HIRAMEKI,SOGEKI,CHOKUGEKI,KAISHIN,NA,1,1,1,1,1,1,10,10,10,10,10,0
MYousei_en03,M요정,MYousei0a,100,140,168,90,153,155,43,ACTIVE,ALL_MGR,HICCHU,HIRAMEKI,SOGEKI,CHOKUGEKI,KAISHIN,NA,1,1,1,1,1,1,10,10,10,10,10,0
MYousei_en04,M요정,MYousei0a,100,140,168,90,153,155,43,ACTIVE,ALL_MGR,HICCHU,HIRAMEKI,SOGEKI,CHOKUGEKI,KAISHIN,NA,1,1,1,1,1,1,10,10,10,10,10,0
Mystia_en01,미스티아,Mystia0a,130,132,159,88,160,165,45,BRAVE,ATP_PRY,HIRAMEKI,KASOKU,SHUCHU,KIAI,TOTSUGEKI,NEKKETSU,1,3,12,23,33,42,15,15,15,30,25,35
Mystia_en02,미스티아,Mystia0a,130,132,159,88,160,165,45,BRAVE,ATP_PRY,HIRAMEKI,KASOKU,SHUCHU,KIAI,TOTSUGEKI,NEKKETSU,1,3,12,23,33,42,15,15,15,30,25,35
Mystia01,미스티아,Mystia0a,130,132,159,88,160,165,45,BRAVE,ATP_PRY,HIRAMEKI,KASOKU,SHUCHU,KIAI,TOTSUGEKI,NEKKETSU,1,3,12,23,33,42,15,15,15,30,25,35
Mystia02,미스티아,Mystia0a,130,132,159,88,160,165,45,BRAVE,ATP_PRY,HIRAMEKI,KASOKU,SHUCHU,KIAI,TOTSUGEKI,NEKKETSU,1,3,12,23,33,42,15,15,15,30,25,35
Mystia03,미스티아,Mystia0a,130,132,159,88,160,165,45,BRAVE,ATP_PRY,HIRAMEKI,KASOKU,SHUCHU,KIAI,TOTSUGEKI,NEKKETSU,1,3,12,23,33,42,15,15,15,30,25,35
Mystia04,미스티아,Mystia0a,130,132,159,88,160,165,45,BRAVE,ATP_PRY,HIRAMEKI,KASOKU,SHUCHU,KIAI,TOTSUGEKI,NEKKETSU,1,3,12,23,33,42,15,15,15,30,25,35
Mystia05,미스티아,Mystia0a,130,132,159,88,160,165,45,BRAVE,ATP_PRY,HIRAMEKI,KASOKU,SHUCHU,KIAI,TOTSUGEKI,NEKKETSU,1,3,12,23,33,42,15,15,15,30,25,35
Nazrin_en01,나즈린,Nazrin0a,136,133,168,89,170,168,42,CAREFUL,ATP_PRY,TEISATSU,SHUCHU,HIRAMEKI,SHINRAI,KAISHIN,KISHU,1,10,15,25,32,44,15,5,10,5,10,10
Nazrin01,나즈린,Nazrin0a,136,133,168,89,170,168,42,CAREFUL,ATP_PRY,TEISATSU,SHUCHU,HIRAMEKI,SHINRAI,RENGEKI,KISHU,1,10,15,22,32,44,15,15,15,25,40,60
NazrinN_en01,악몽,NazrinN0a,136,133,168,89,170,168,42,ACTIVE,ATP_PRY,TEISATSU,SHUCHU,HIRAMEKI,SHINRAI,KAISHIN,KISHU,1,10,15,22,32,44,15,5,10,5,10,10
NazrinN_en02,악몽,NazrinN0a,136,133,168,89,170,168,42,ACTIVE,ATP_PRY,TEISATSU,SHUCHU,HIRAMEKI,SHINRAI,KAISHIN,KISHU,1,10,15,22,32,44,15,5,10,5,10,10
NazrinN_en03,악몽,NazrinN0a,136,133,168,89,170,168,42,ACTIVE,ATP_PRY,TEISATSU,SHUCHU,HIRAMEKI,SHINRAI,KAISHIN,KISHU,1,10,15,22,32,44,15,5,10,5,10,10
NazrinN_en04,악몽,NazrinN0a,136,133,168,89,170,168,42,ACTIVE,ATP_PRY,TEISATSU,SHUCHU,HIRAMEKI,SHINRAI,KAISHIN,KISHU,1,10,15,22,32,44,15,5,10,5,10,10
Nitori_en01,니토리,Nitori0a,129,135,164,104,118,172,58,ACTIVE,ALL_MGR,TEISATSU,SHUCHU,TEPPEKI,YUJO,SOGEKI,HOKYU,1,1,5,21,27,65,15,15,20,40,20,70
Nitori01,니토리,Nitori0a,129,135,164,104,118,172,58,ACTIVE,ALL_MGR,TEISATSU,SHUCHU,TEPPEKI,YUJO,SOGEKI,HOKYU,1,1,5,100,27,65,15,15,20,40,20,70
Nitori02,니토리,Nitori0a,129,135,164,104,118,172,58,ACTIVE,ALL_MGR,TEISATSU,SHUCHU,TEPPEKI,YUJO,SOGEKI,HOKYU,1,1,5,1,27,65,15,15,20,40,20,70
Nitori03,니토리,Nitori0a,129,135,164,104,118,172,58,ACTIVE,ALL_MGR,TEISATSU,SHUCHU,TEPPEKI,YUJO,SOGEKI,HOKYU,1,1,5,1,27,65,15,15,20,40,20,70
